md5_from,md5_to,MW_forward,MW_reverse
ecd4232a467c3085d7fa1302a827caa9,e455b820b9478a022f0ef44cf2f56db4,210.8,412.5
307d1094c1f5857935838964f2ae4db4,cc86a04784d3b4db1caa62ec47afa3cd,2044.1,1615.6
8d725eb1826fee2e7d5f852a1d63d14f,f097e1436435f978e0b8f404c8b848d3,6.6,1.4
87191796a64e570bc2ce6f722d7f8277,21993f0e240be6533d3f445307d51767,0.0,4.1
1986405e39c5a79665af1746738c1f46,5c2ef9d8092bde26ff170b873741ba15,66.3,35.4
ecd4232a467c3085d7fa1302a827caa9,1ae6ef6d58b4b5c4120321a9786c100d,149.0,54.0
e455b820b9478a022f0ef44cf2f56db4,43ff4f89845dd903a719cfaf5392b9bc,1260.0,27.5
6b67560b23af2fb369555be4155d8c48,c9108dde6dd7b4e071129d2f9100fa55,2.7,5.4
72f9f967c43ce5c44ea12bf78ae63eaf,caf5dd77448c8a7214415ff71e11c103,2.6,0.6
3aa207e43a501b7a8e06242eb1dfc72d,61d11278e40c04c1a4b014546772dcf8,0.8,0.0
211fa07fbd5ca833b4cfd48c462138a9,2f288d64ad0efe3ebc5f7ad1a464299c,1.1,4.1
61d11278e40c04c1a4b014546772dcf8,8c2f64f08271fc4e4351c12acee2a932,0.6,2.8
a327f8abb4f1589331a23e67b297c70c,e455b820b9478a022f0ef44cf2f56db4,34.6,41.9
ae224a2b6d1b233a204dad19a6aa017d,0c78cd98d2fc75ace15e352273e4fd8a,97.6,78.6
bf6fa64a2e79b2800523f3a06745f5a3,fff75f52998a477f6e7b00e58af8d64a,2.2,0.9
a327f8abb4f1589331a23e67b297c70c,b7644abae9d51f072401f013b5d42d53,32.3,58.9
4ed7d66a7373aab4a4ff4258e9b1c51f,d7c72809ba7006a048edb6a05f31bca5,11.5,16.6
14c76e43c96a01242e2c61e918e9d4ba,8108e7580d35a6df529b4cd78137c5aa,17.0,2.4
14c76e43c96a01242e2c61e918e9d4ba,caf5dd77448c8a7214415ff71e11c103,0.7,2.7
caf5dd77448c8a7214415ff71e11c103,67e7cfd2e483fbbaaaa54b5523753e58,2.0,0.7
6b67560b23af2fb369555be4155d8c48,4d6dc151315add4c4b579c68cffe18c7,5.1,2.3
4a716f7ba05468f225127f29aa2040c5,4ed7d66a7373aab4a4ff4258e9b1c51f,1.3,2.1
f097e1436435f978e0b8f404c8b848d3,24e55470484c60fc7d9645a2ba7e5a18,0.3,3.7
c766cb374fd37fb59517aac231dafc81,c8d8d503e59bafcd1e83cc911885c31a,20.6,29.1
db90a31ac5c9409572031b5ff841077a,baa67ffe986af10906830246751f8246,0.0,0.0
61d11278e40c04c1a4b014546772dcf8,4effc08cc893c51a48f840e0b6e8e2b8,2.0,0.5
0c78cd98d2fc75ace15e352273e4fd8a,3c1cd7b4cdd34596a73422ca7845c207,52.7,123.3
e455b820b9478a022f0ef44cf2f56db4,67ec81b79e603104769e55b6febbe4f1,203.7,306.0
cc86a04784d3b4db1caa62ec47afa3cd,5c2ef9d8092bde26ff170b873741ba15,1904.1,1888.0
211fa07fbd5ca833b4cfd48c462138a9,08357dda130ec9b85fa60db2cf979b7b,46.0,39.1
95c1c113cb2941a27c0404300b58afbf,c9108dde6dd7b4e071129d2f9100fa55,49.1,46.2
4ed7d66a7373aab4a4ff4258e9b1c51f,fff75f52998a477f6e7b00e58af8d64a,2.6,1.4
ecd4232a467c3085d7fa1302a827caa9,fd582eb497bfc1fdf07f3e7d0e259b70,142.6,63.9
14c76e43c96a01242e2c61e918e9d4ba,412301454090d60344e086faf8a54906,74.0,78.6
804a372a28109de1050ce3c0738b1eb4,84648eaca6a7fc8394fbdb9cf07fd236,9.3,4.9
bf6fa64a2e79b2800523f3a06745f5a3,9fccd04fe67747a7de261215c0cfea76,0.9,3.8
b7644abae9d51f072401f013b5d42d53,55c6017b10a9755ef3681b09ccb01e94,813.8,821.9
08357dda130ec9b85fa60db2cf979b7b,c9108dde6dd7b4e071129d2f9100fa55,112.2,57.6
a25ae004eadf95406855ffbad5653993,3c1cd7b4cdd34596a73422ca7845c207,2.6,3.8
caf5dd77448c8a7214415ff71e11c103,8108e7580d35a6df529b4cd78137c5aa,5.4,4.3
0c78cd98d2fc75ace15e352273e4fd8a,caf5dd77448c8a7214415ff71e11c103,47.9,18.2
a624873c42ee905ecc113ce243187740,3c1cd7b4cdd34596a73422ca7845c207,4.1,24.0
e455b820b9478a022f0ef44cf2f56db4,1ae6ef6d58b4b5c4120321a9786c100d,428.6,161.6
e455b820b9478a022f0ef44cf2f56db4,b7644abae9d51f072401f013b5d42d53,490.0,496.7
c766cb374fd37fb59517aac231dafc81,8336a44c34eb4eda4d10217c50c245e6,113.2,29.4
ae224a2b6d1b233a204dad19a6aa017d,2f288d64ad0efe3ebc5f7ad1a464299c,62.9,5.1
ecd4232a467c3085d7fa1302a827caa9,2065825bd2f312354c6687e159735820,286.8,170.8
804a372a28109de1050ce3c0738b1eb4,d855ef37fb3c07f657a489eab125fc3e,46.2,14.9
67ec81b79e603104769e55b6febbe4f1,43ff4f89845dd903a719cfaf5392b9bc,451.2,213.6
c2a58db8b46ccab0d043e74164407627,a624873c42ee905ecc113ce243187740,0.8,2.5
035ff65d29f2b40d2ff462ffa36dd48a,10f5fbb1c0f0c452e46b48bca452a16d,64.5,38.6
6690f091f4d8b3de28e157a5dc26c059,e7758fe5b033ed143e73a3cbafa3ff2f,116.8,0.0
4ed7d66a7373aab4a4ff4258e9b1c51f,9fccd04fe67747a7de261215c0cfea76,83.3,82.8
a25ae004eadf95406855ffbad5653993,67e7cfd2e483fbbaaaa54b5523753e58,6.1,20.0
6b67560b23af2fb369555be4155d8c48,db90a31ac5c9409572031b5ff841077a,0.2,22.0
fc4e60f4fcea7a3008d593ba66e46bc2,f331c4fbb503a896dc1ad1614a663b9b,226.6,287.6
2baec31fde8a031a2b64ca6254f8726c,fc4e60f4fcea7a3008d593ba66e46bc2,275.3,411.0
21993f0e240be6533d3f445307d51767,96d266834024baec8b64b960391c31e5,1.5,2.8
81ea0fcc88f87dc34ec2351dc57b711c,86e77b8c00d3fbe1fcfb332241a4e921,7.9,14.1
4a716f7ba05468f225127f29aa2040c5,d7c72809ba7006a048edb6a05f31bca5,41.5,33.4
8336a44c34eb4eda4d10217c50c245e6,db90a31ac5c9409572031b5ff841077a,46.0,28.0
8336a44c34eb4eda4d10217c50c245e6,69c627fd1e3e616bed37abe0b6eea581,33.8,2.0
035ff65d29f2b40d2ff462ffa36dd48a,d7c72809ba7006a048edb6a05f31bca5,80.9,66.6
9deac1b9659067d923084003d2ee75ff,55c6017b10a9755ef3681b09ccb01e94,9.3,11.2
59aeb10ef68deeb91a09195d122d76d8,2f288d64ad0efe3ebc5f7ad1a464299c,8.5,49.2
397c337a4b3bba159bae4f99c9700e48,91a378e125753ad74b033e94c7b12706,789.4,777.0
81ea0fcc88f87dc34ec2351dc57b711c,e0bcbf50b9afa71ee130b94dfe8bcf2e,202.6,151.5
59aeb10ef68deeb91a09195d122d76d8,8c2f64f08271fc4e4351c12acee2a932,1.6,0.6
fc4e60f4fcea7a3008d593ba66e46bc2,ffad99a1f556e0e0595aec7b8060662d,15.6,2.8
c766cb374fd37fb59517aac231dafc81,8c2f64f08271fc4e4351c12acee2a932,4.9,33.4
7818425dd9548bac19b8357af57490c3,09e5e3e94f1a12843eb46581b1e8a881,364.3,197.9
74fb76350e843096a4bff83ba35a17f2,a25ae004eadf95406855ffbad5653993,8.9,0.6
fc4e60f4fcea7a3008d593ba66e46bc2,109673a937086b08c10d3e25d277b682,4.2,26.0
2167fcf808b8f383e7e44e25305a08a8,1ae6ef6d58b4b5c4120321a9786c100d,108.9,161.0
71ecf3a12729ba438d057df53c82a1ca,a25ae004eadf95406855ffbad5653993,11.5,8.1
397c337a4b3bba159bae4f99c9700e48,3ce5f6d8606512ad3b1217e43072b9dc,1750.4,3185.0
2167fcf808b8f383e7e44e25305a08a8,fd582eb497bfc1fdf07f3e7d0e259b70,140.9,158.2
235173ebcd720df4c6aa74f3860d8dc4,4effc08cc893c51a48f840e0b6e8e2b8,0.0,2.3
2baec31fde8a031a2b64ca6254f8726c,5ea2f0a1257f0d9c2c243d7d4047aa8f,54.4,16.1
3ce5f6d8606512ad3b1217e43072b9dc,bc06828a994e9e28952b11b1affb9ec9,2078.8,2148.8
81ea0fcc88f87dc34ec2351dc57b711c,5f5c8f34195d8c08e2c6ce921a8e1e2d,145.8,125.1
7818425dd9548bac19b8357af57490c3,959d83db456f69a7ca5a7d683cc52f89,122.6,36.8
7818425dd9548bac19b8357af57490c3,21993f0e240be6533d3f445307d51767,17.0,36.1
397c337a4b3bba159bae4f99c9700e48,bc06828a994e9e28952b11b1affb9ec9,705.4,700.1
397c337a4b3bba159bae4f99c9700e48,6690f091f4d8b3de28e157a5dc26c059,368.4,506.6
74fb76350e843096a4bff83ba35a17f2,c876da2dc35e298b13f5ce07b724065a,43.2,24.4
2baec31fde8a031a2b64ca6254f8726c,109673a937086b08c10d3e25d277b682,134.0,68.6
a59687b426e9eb30465997eb54862a2e,8012c113f03996cd9a5511baa835b83e,139.0,41.6
3ce5f6d8606512ad3b1217e43072b9dc,9f15dd77bfcd0d8143ce0beb217ed18a,59.7,127.9
0c78cd98d2fc75ace15e352273e4fd8a,9fccd04fe67747a7de261215c0cfea76,506.7,447.6
6690f091f4d8b3de28e157a5dc26c059,91a378e125753ad74b033e94c7b12706,1025.9,822.7
56a2285b5e69db7e2cf98fae11eb7603,d855ef37fb3c07f657a489eab125fc3e,81.5,63.0
9fccd04fe67747a7de261215c0cfea76,a59687b426e9eb30465997eb54862a2e,172.2,188.8
82b9fe6d15e5952e1f5e597833d5fd95,544c335154f6eaf79e2dff463a852e78,0.9,0.0
21993f0e240be6533d3f445307d51767,959d83db456f69a7ca5a7d683cc52f89,1056.2,1167.5
b97ea58a20d493c8c45d7f6d1fb46cbb,d1744bbff50dd9d5ee97ae053076295b,53.0,282.7
6690f091f4d8b3de28e157a5dc26c059,544c335154f6eaf79e2dff463a852e78,654.5,603.6
035ff65d29f2b40d2ff462ffa36dd48a,8012c113f03996cd9a5511baa835b83e,57.0,121.9
a59687b426e9eb30465997eb54862a2e,ba332c6cd81371dff4d6ca8dc2ab3b2f,122.6,49.6
80cd71aee683e52c643ad59a03524806,925a10591aef311718138363f040e391,50.9,43.5
a4b5a70ca8cf24d0eb4330748d1e72e5,84648eaca6a7fc8394fbdb9cf07fd236,11.5,9.1
ffad99a1f556e0e0595aec7b8060662d,bad65e96c2c6456a4f82970601d39714,0.8,5.3
9fccd04fe67747a7de261215c0cfea76,d7c72809ba7006a048edb6a05f31bca5,52.7,15.1
397c337a4b3bba159bae4f99c9700e48,8474b8609e772af467ac0fc4acad4dd4,2149.4,1917.4
925a10591aef311718138363f040e391,1961aadca386eb5de3a75111cdffcbed,40.1,81.6
6690f091f4d8b3de28e157a5dc26c059,d1744bbff50dd9d5ee97ae053076295b,1720.3,1668.1
c766cb374fd37fb59517aac231dafc81,16336454a85385930240ed442009e5e1,1503.0,233.1
b97ea58a20d493c8c45d7f6d1fb46cbb,52bba0492bf9dafb0adc932f95c72407,172.5,117.8
db90a31ac5c9409572031b5ff841077a,af9370965df770606185339c69f1b751,6.1,101.5
9fccd04fe67747a7de261215c0cfea76,fff75f52998a477f6e7b00e58af8d64a,2.4,2.7
a4b5a70ca8cf24d0eb4330748d1e72e5,23c84f1d392d1453b7a1e380bd6acd0a,27.2,11.0
397c337a4b3bba159bae4f99c9700e48,544c335154f6eaf79e2dff463a852e78,452.4,455.1
81ea0fcc88f87dc34ec2351dc57b711c,a59687b426e9eb30465997eb54862a2e,119.4,119.6
21993f0e240be6533d3f445307d51767,f7afdb11c40f9e80df4ba34919af5618,1197.3,1143.3
a4b5a70ca8cf24d0eb4330748d1e72e5,7c3349793d7221d1d89a6f9853009048,22.2,15.0
b97ea58a20d493c8c45d7f6d1fb46cbb,c0c0fbea4f7ee280183260540e48ea3d,2323.2,2165.2
56a2285b5e69db7e2cf98fae11eb7603,5c0321b6b78eecdfcf72e6a44222fef9,51.9,86.3
a4b5a70ca8cf24d0eb4330748d1e72e5,141bd48b3fcfa157981a2155709ad6a7,11.0,6.7
d7c72809ba7006a048edb6a05f31bca5,00b7912ef80c0e4f2b56d5e11118fbf1,70.4,76.1
383d86008edae3a3a7e68c59c0da6dbe,5ea2f0a1257f0d9c2c243d7d4047aa8f,0.0,38.5
f331c4fbb503a896dc1ad1614a663b9b,ffad99a1f556e0e0595aec7b8060662d,159.7,204.2
db90a31ac5c9409572031b5ff841077a,69c627fd1e3e616bed37abe0b6eea581,29.7,38.9
80cd71aee683e52c643ad59a03524806,fd7b8a148f3a229310f4170e8f4fa383,10.8,70.0
80cd71aee683e52c643ad59a03524806,23a2e2fa1ae30cb90d42a7d53d1bf790,70.8,9.0
21993f0e240be6533d3f445307d51767,72f94a07442890cb36523803be008f17,42.5,21.9
d1744bbff50dd9d5ee97ae053076295b,52bba0492bf9dafb0adc932f95c72407,234.9,71.3
9fccd04fe67747a7de261215c0cfea76,8012c113f03996cd9a5511baa835b83e,28.4,13.4
bad65e96c2c6456a4f82970601d39714,bd22efb6bdeabb178eec7b0051f764d7,14.0,112.9
925a10591aef311718138363f040e391,365431cf4fa4742eadd2972c804752d9,96.2,53.1
5ea2f0a1257f0d9c2c243d7d4047aa8f,109673a937086b08c10d3e25d277b682,11.5,62.9
eafd3244c6ce9ed78d27d31f04c06ffc,9f15dd77bfcd0d8143ce0beb217ed18a,234.0,2.8
ffad99a1f556e0e0595aec7b8060662d,bd22efb6bdeabb178eec7b0051f764d7,69.0,226.7
f331c4fbb503a896dc1ad1614a663b9b,bad65e96c2c6456a4f82970601d39714,46.8,84.4
5c0321b6b78eecdfcf72e6a44222fef9,d2fb7247a8585505ca84d40afe37eea6,1.0,0.0
e7758fe5b033ed143e73a3cbafa3ff2f,82b9fe6d15e5952e1f5e597833d5fd95,40.6,76.4
e7758fe5b033ed143e73a3cbafa3ff2f,753dba7a1e2b2511de6aaefc613b7aeb,67.4,49.7
2b74be52b8b68afdc9ba228f485c71bc,d855ef37fb3c07f657a489eab125fc3e,134.5,170.4
82b9fe6d15e5952e1f5e597833d5fd95,8226d88ce7c1b3d85d3be1d9ae531892,2813.0,2743.6
82b9fe6d15e5952e1f5e597833d5fd95,8474b8609e772af467ac0fc4acad4dd4,3249.2,3440.0
2b74be52b8b68afdc9ba228f485c71bc,141bd48b3fcfa157981a2155709ad6a7,27.5,43.8
c9108dde6dd7b4e071129d2f9100fa55,db90a31ac5c9409572031b5ff841077a,5.0,17.5
7c3349793d7221d1d89a6f9853009048,23c84f1d392d1453b7a1e380bd6acd0a,25.2,22.3
80cd71aee683e52c643ad59a03524806,ad0345499701a306fd926b3623bf8d44,51.2,38.9
90a01a8dc851635ad70876baf3b2d216,97bed14a683cfd0065fd1a5613a1a205,15.7,35.0
f670becb6af62308cdbe9f5c6c741855,1961aadca386eb5de3a75111cdffcbed,39.5,68.5
f670becb6af62308cdbe9f5c6c741855,7c3349793d7221d1d89a6f9853009048,92.4,78.4
d1744bbff50dd9d5ee97ae053076295b,8474b8609e772af467ac0fc4acad4dd4,2383.7,2381.1
bc06828a994e9e28952b11b1affb9ec9,37cf78297210d710dfc4e031ca107372,2446.8,2217.5
90a01a8dc851635ad70876baf3b2d216,16af635d9bcc11766919e03aebcb8cf8,6.2,6.3
eafd3244c6ce9ed78d27d31f04c06ffc,bc06828a994e9e28952b11b1affb9ec9,2139.9,228.3
f670becb6af62308cdbe9f5c6c741855,88e71a1993534c0fa5327a63fdeb75bd,87.2,55.1
8474b8609e772af467ac0fc4acad4dd4,bc06828a994e9e28952b11b1affb9ec9,942.3,964.2
b55b1e5d638b9568d38abb426975d91c,00334a9a556424bb119d27905b9383d2,0.0,1.9
2b74be52b8b68afdc9ba228f485c71bc,0d57b29242747d9e02cfceab91989fa3,45.6,72.6
5f5c8f34195d8c08e2c6ce921a8e1e2d,86e77b8c00d3fbe1fcfb332241a4e921,6.4,13.3
82b9fe6d15e5952e1f5e597833d5fd95,89760519c6f067d438f5f0db374a20ab,1507.2,2646.2
f4e56c23ce45de737a02b5534da2ea5f,bfb92b9b1532b06eb59b21fb4b3a9dd6,81.7,60.9
f4e56c23ce45de737a02b5534da2ea5f,d855ef37fb3c07f657a489eab125fc3e,315.9,403.5
8474b8609e772af467ac0fc4acad4dd4,8226d88ce7c1b3d85d3be1d9ae531892,1004.7,504.0
e585c2ea8a6ff12e60c1c3e07d024079,c766cb374fd37fb59517aac231dafc81,252.8,14.9
5c0321b6b78eecdfcf72e6a44222fef9,2bbcd483def1792b7142c6c2351435e8,13.2,24.1
82b9fe6d15e5952e1f5e597833d5fd95,753dba7a1e2b2511de6aaefc613b7aeb,0.0,0.7
f4e56c23ce45de737a02b5534da2ea5f,d94db5d56e26aa520f1842a22056c09c,83.2,144.6
bfb92b9b1532b06eb59b21fb4b3a9dd6,02a0236d8f72c01a9fe264152e30bec8,1.2,4.2
ec615d81761cddecefc011465ed6e3a2,2bbcd483def1792b7142c6c2351435e8,3.7,10.2
544c335154f6eaf79e2dff463a852e78,bc06828a994e9e28952b11b1affb9ec9,758.5,758.3
90a01a8dc851635ad70876baf3b2d216,88e71a1993534c0fa5327a63fdeb75bd,30.1,21.3
ec615d81761cddecefc011465ed6e3a2,e81c666c221106b23a755e7f1d5cabd5,14.4,23.9
f4e56c23ce45de737a02b5534da2ea5f,0d57b29242747d9e02cfceab91989fa3,10.7,5.0
2b74be52b8b68afdc9ba228f485c71bc,7c3349793d7221d1d89a6f9853009048,96.8,94.0
d1744bbff50dd9d5ee97ae053076295b,c0c0fbea4f7ee280183260540e48ea3d,2627.9,2648.7
82b9fe6d15e5952e1f5e597833d5fd95,b55b1e5d638b9568d38abb426975d91c,129.2,460.0
ec615d81761cddecefc011465ed6e3a2,4746b4b7328cbaf440e47ca82741efa6,9.7,5.7
82b9fe6d15e5952e1f5e597833d5fd95,00334a9a556424bb119d27905b9383d2,22.2,49.9
1ea5e6f2837d15cbe7a9989bb9ff07af,cb805649b484fd5845e1a0bcef4ce5e8,71.5,94.9
16af635d9bcc11766919e03aebcb8cf8,7c3349793d7221d1d89a6f9853009048,6.4,8.5
bfb92b9b1532b06eb59b21fb4b3a9dd6,6852aa253d45b3902baff6a8c08d0c1c,64.8,22.7
b55b1e5d638b9568d38abb426975d91c,e1a4fc0b2cd0098b6cd019133941697a,0.1,0.3
d1744bbff50dd9d5ee97ae053076295b,ee41631df54898d36ba32e583a1da09f,293.5,462.7
16af635d9bcc11766919e03aebcb8cf8,88e71a1993534c0fa5327a63fdeb75bd,0.5,0.4
7c3349793d7221d1d89a6f9853009048,88e71a1993534c0fa5327a63fdeb75bd,89.3,48.9
84648eaca6a7fc8394fbdb9cf07fd236,23c84f1d392d1453b7a1e380bd6acd0a,8.1,11.1
22108ebbb5f822d6d0f8dde501523911,ad0345499701a306fd926b3623bf8d44,0.5,9.9
42aca308383ef9a5e38b0ab32b542dd5,6dac7e59aacae96bd6b9ec6b9afa1e4c,0.8,0.9
84648eaca6a7fc8394fbdb9cf07fd236,141bd48b3fcfa157981a2155709ad6a7,23.0,12.4
22108ebbb5f822d6d0f8dde501523911,7ea6925b773d2ab35403de093b290a17,56.4,13.6
22108ebbb5f822d6d0f8dde501523911,23a2e2fa1ae30cb90d42a7d53d1bf790,63.0,16.1
211fa07fbd5ca833b4cfd48c462138a9,4effc08cc893c51a48f840e0b6e8e2b8,6.9,0.0
82b9fe6d15e5952e1f5e597833d5fd95,d8e42af9fc8748c4257613470e5f9bc7,1740.0,2560.1
1ea5e6f2837d15cbe7a9989bb9ff07af,c905b7335a59cd22a77f79024ce230cd,525.3,146.1
1ea5e6f2837d15cbe7a9989bb9ff07af,b8631b66e54e118e10e96c9b5263656f,23.0,135.8
23c84f1d392d1453b7a1e380bd6acd0a,141bd48b3fcfa157981a2155709ad6a7,9.0,12.9
7ea6925b773d2ab35403de093b290a17,ad0345499701a306fd926b3623bf8d44,15.3,52.5
22108ebbb5f822d6d0f8dde501523911,56ac9c76e0abcb1c69c370705e45993f,2.8,53.0
6dac7e59aacae96bd6b9ec6b9afa1e4c,97bed14a683cfd0065fd1a5613a1a205,16.3,64.0
d2669f6dd645e4881e07eb89a00afa98,2555b8e9861b4b0e141181b725fb1b3b,12.0,68.0
0091db9e2726ab840251ea69bc0faea3,1ea5e6f2837d15cbe7a9989bb9ff07af,320.7,351.9
6dac7e59aacae96bd6b9ec6b9afa1e4c,88e71a1993534c0fa5327a63fdeb75bd,538.7,522.0
b55b1e5d638b9568d38abb426975d91c,506774f849b3f6f756077ca458da621a,85.3,338.0
0091db9e2726ab840251ea69bc0faea3,e1a4fc0b2cd0098b6cd019133941697a,84.9,39.8
0091db9e2726ab840251ea69bc0faea3,b8631b66e54e118e10e96c9b5263656f,415.1,344.4
21c82d72403ae8650c49e5f818834372,df977c84b274de4bd67ed823cf61931e,1.2,4.2
7ea6925b773d2ab35403de093b290a17,4ede9640e357f086a55ab84467f2bfe2,784.8,646.9
d2669f6dd645e4881e07eb89a00afa98,0bdfa70fd4894b47e136ae023e2db7c2,7.9,0.1
7c4adcc64d2bf63bb210855dfa8871a5,a383d5fdaea275d6a06a1958beaf4db4,47.6,32.4
97bed14a683cfd0065fd1a5613a1a205,e71dca519a9758e28dac9f1804b297cd,0.0,0.0
f4e56c23ce45de737a02b5534da2ea5f,dfffa7cdc514f5b2816ea697187944b5,305.9,294.3
7ea6925b773d2ab35403de093b290a17,073f5b456a1406f710aaf3cbcb0016b6,130.0,84.4
1ea5e6f2837d15cbe7a9989bb9ff07af,d8e42af9fc8748c4257613470e5f9bc7,1.1,4.1
6dac7e59aacae96bd6b9ec6b9afa1e4c,df934f579f2cfbd5eadc33af86b60a6c,29.9,91.9
7c4adcc64d2bf63bb210855dfa8871a5,0b606c5849811a2d8b92b8f4e6391fd7,37.9,24.6
7c4adcc64d2bf63bb210855dfa8871a5,a98ae7bf0adf36d9125faec0c2ba6ef9,844.0,572.6
7ea6925b773d2ab35403de093b290a17,b4c740208036d64c467b9cb682edb0c5,313.1,60.8
c262f1b4e591bbe53a5acb2f325c6f81,a98ae7bf0adf36d9125faec0c2ba6ef9,51.8,58.1
d2669f6dd645e4881e07eb89a00afa98,56ac9c76e0abcb1c69c370705e45993f,43.5,11.8
c262f1b4e591bbe53a5acb2f325c6f81,c3236725cfb305098d9c19d3ed7b15b2,474.5,755.2
d2669f6dd645e4881e07eb89a00afa98,4ede9640e357f086a55ab84467f2bfe2,55.6,10.0
365431cf4fa4742eadd2972c804752d9,1961aadca386eb5de3a75111cdffcbed,1.1,12.6
b55b1e5d638b9568d38abb426975d91c,89760519c6f067d438f5f0db374a20ab,300.6,277.5
d1744bbff50dd9d5ee97ae053076295b,753dba7a1e2b2511de6aaefc613b7aeb,1234.2,2405.3
0b606c5849811a2d8b92b8f4e6391fd7,e1d55a1caf2d7b5c0c88fd76b8df2141,0.5,1.9
97bed14a683cfd0065fd1a5613a1a205,2555b8e9861b4b0e141181b725fb1b3b,31.9,0.2
7ea6925b773d2ab35403de093b290a17,60b4f063604e40c044bb1113825bc17a,623.3,86.9
7c4adcc64d2bf63bb210855dfa8871a5,09b8c249733de5c23897177cc1a25e51,950.3,1270.5
7c4adcc64d2bf63bb210855dfa8871a5,c262f1b4e591bbe53a5acb2f325c6f81,494.6,883.1
0d57b29242747d9e02cfceab91989fa3,d94db5d56e26aa520f1842a22056c09c,59.1,79.2
365431cf4fa4742eadd2972c804752d9,88e71a1993534c0fa5327a63fdeb75bd,189.9,41.1
365431cf4fa4742eadd2972c804752d9,fd7b8a148f3a229310f4170e8f4fa383,76.6,172.2
6dac7e59aacae96bd6b9ec6b9afa1e4c,48d09449297662146572c38c68b7eb5e,639.6,470.3
3efe6c32370fb3b8bcba9451df36483a,97bed14a683cfd0065fd1a5613a1a205,32.0,0.1
663c32b3579961d11b0e6a0c05465033,09b8c249733de5c23897177cc1a25e51,1673.4,1679.4
21c82d72403ae8650c49e5f818834372,e1d55a1caf2d7b5c0c88fd76b8df2141,77.0,46.9
0b606c5849811a2d8b92b8f4e6391fd7,c262f1b4e591bbe53a5acb2f325c6f81,0.3,0.1
df977c84b274de4bd67ed823cf61931e,0bdfa70fd4894b47e136ae023e2db7c2,31.0,14.7
60b4f063604e40c044bb1113825bc17a,073f5b456a1406f710aaf3cbcb0016b6,38.0,111.6
0bdfa70fd4894b47e136ae023e2db7c2,4ede9640e357f086a55ab84467f2bfe2,41.6,14.7
7ea6925b773d2ab35403de093b290a17,cb82282534f79f13c66d289839bbf022,1290.1,395.8
7c4adcc64d2bf63bb210855dfa8871a5,095f4e5a1c4c070cf8f07b428d385be1,584.6,1994.0
002fdf1e30206e2b0289c5bdc7d5a369,c7550aa992da57915ff925bf923825fa,619.3,188.4
e1d55a1caf2d7b5c0c88fd76b8df2141,b03d7539ef22e36257681e5eb46105a7,29.2,69.5
42aca308383ef9a5e38b0ab32b542dd5,ec69afac0d09f2914d811fa665d06e54,0.8,0.9
c262f1b4e591bbe53a5acb2f325c6f81,e1167934199d77373e07e33eed0622dd,52.6,82.7
60b4f063604e40c044bb1113825bc17a,b4c740208036d64c467b9cb682edb0c5,377.6,563.5
6dac7e59aacae96bd6b9ec6b9afa1e4c,8c41eebf5a1f5867cbe38cf59b37c1bf,0.2,34.1
df977c84b274de4bd67ed823cf61931e,4ede9640e357f086a55ab84467f2bfe2,43.0,16.3
ec69afac0d09f2914d811fa665d06e54,df934f579f2cfbd5eadc33af86b60a6c,28.4,58.5
0bdfa70fd4894b47e136ae023e2db7c2,a24904e5d3ed28eae9225fd787f64a71,0.0,0.0
ec69afac0d09f2914d811fa665d06e54,48d09449297662146572c38c68b7eb5e,110.1,17.2
df977c84b274de4bd67ed823cf61931e,095f4e5a1c4c070cf8f07b428d385be1,848.2,754.7
df977c84b274de4bd67ed823cf61931e,b03d7539ef22e36257681e5eb46105a7,37.8,1366.5
002fdf1e30206e2b0289c5bdc7d5a369,b5839f3b37f86762f4e300e32db051ea,664.7,473.0
21c82d72403ae8650c49e5f818834372,6bea12680b6672c5427a4413d7fbbed0,111.3,27.4
60b4f063604e40c044bb1113825bc17a,cb82282534f79f13c66d289839bbf022,492.3,827.6
f24a090f0e287d36779dac5b428d0064,c8819aac10c0706b7466f78bd9854da0,39.2,29.4
b6770af9bf892b0d4dbbc1aa5a3201a4,a24904e5d3ed28eae9225fd787f64a71,0.7,24.3
c3236725cfb305098d9c19d3ed7b15b2,819a6134d0a0109e4cf89b3b46d7aaf5,625.4,532.3
df977c84b274de4bd67ed823cf61931e,b4c740208036d64c467b9cb682edb0c5,1740.3,1672.9
cb82282534f79f13c66d289839bbf022,c7550aa992da57915ff925bf923825fa,404.0,692.8
6dbc350428237b030c7de3a18ddadfc4,925cdef65f6a1d131fd8ca6c867c5c0a,0.0,6.1
7c4adcc64d2bf63bb210855dfa8871a5,e1167934199d77373e07e33eed0622dd,634.8,949.1
df977c84b274de4bd67ed823cf61931e,a383d5fdaea275d6a06a1958beaf4db4,899.0,709.2
fd7b8a148f3a229310f4170e8f4fa383,2555b8e9861b4b0e141181b725fb1b3b,65.0,27.7
54b352116069f22a7b46fb2e2917732a,a24904e5d3ed28eae9225fd787f64a71,1.0,16.5
60b4f063604e40c044bb1113825bc17a,6bea12680b6672c5427a4413d7fbbed0,688.6,765.5
b6770af9bf892b0d4dbbc1aa5a3201a4,ec69afac0d09f2914d811fa665d06e54,15.0,31.2
c3236725cfb305098d9c19d3ed7b15b2,6dbc350428237b030c7de3a18ddadfc4,116.5,197.2
663c32b3579961d11b0e6a0c05465033,2fefa8b126607e29fe2990c722ee6cae,464.3,77.6
