start,end,polarity,voltage,cost_MUSD,length_miles
0656ff8a1ce8d6082a220f2b506534a4,83af7e0972f2fcaa31fee8b286aecd05,ac,138,47.58,26.55
efb25ae0c00a940792bb7463060f4dd7,857fb8d4be011c80adabd3672214301a,ac,138,54.49,30.41
5c68c574eb52dbbb337b4e46d2dbcfc8,af13c923019e858389573d23fd9aa54b,ac,138,71.88,40.11
cd24c3cabd88307c9c9299817143ba5d,0ded6348389f35483e961d04d7babcc8,ac,138,45.84,25.58
5fbcba6b94d471416a45a34246e4403b,1cbaa4e5609fb6517f54f0ab0c205ada,ac,138,41.14,22.96
26a95b3bf6c0fa4ba909250facfb5ae9,1cbaa4e5609fb6517f54f0ab0c205ada,ac,138,55.68,31.07
c34a21126c8d41640188993dd093d25e,f2f9990bcda13be8771d656bf489dad5,ac,138,31.49,17.57
c34a21126c8d41640188993dd093d25e,e1f581b9f9af4ca9be996aa40da6759e,ac,138,24.89,13.89
3f5a51db5c7936950261ef1da3b25202,303807c0c0db7db426d7b6d2081a276f,ac,138,40.19,22.43
cef65a145c54dbe0f1ea8ad16a331421,ca9e1aa8a5e48b22d74b8f80b5ea78e7,ac,138,63.97,35.7
cef65a145c54dbe0f1ea8ad16a331421,ed03f1d36ca69348c51296ad69a6980a,ac,138,65.78,36.71
44ebc4e28c99d8aeaead73b4b70cc5e9,c36615321286c6ac958ad820ab896fb4,ac,138,80.87,45.13
0656ff8a1ce8d6082a220f2b506534a4,a0b663e2e7d1b8d10af347c43bdb05a0,ac,138,42.67,23.81
86386f474e7ff81bec537b5f92c4bc98,cd24c3cabd88307c9c9299817143ba5d,ac,138,47.43,26.47
f88f8f0d9f5d571b38a7914b74f63a9e,275451c8e61e2f192cd7c00e36f80a42,ac,138,62.99,35.15
819fefda81994b411a379b51918baa45,44ebc4e28c99d8aeaead73b4b70cc5e9,ac,138,96.43,53.81
98b8bfc1a714a2b84af2b8a57fd7dc2c,7a96a023560f0d135d0025202ea237e0,ac,138,47.69,26.61
8becabfd3781cac86c0988f11d76e690,a0fb781fa35dbce6299c291eb39e0022,ac,138,74.78,41.73
64608f951c2e26fcddeb4dca75459470,780b3b2faa00b1571f58fe8978267a4e,ac,138,90.57,50.54
43b1e7b58a0bd7b5b5b07eef1d1e707b,4b6671edd95042c93748edc0cd77a1ae,ac,138,35.34,19.72
fe7fb5b07e72161a27cca446df46743e,acffd8b337597f4e2afac7dc73107738,ac,138,20.97,11.7
522e8ae4848faeb691b4053dfa1b05f8,857fb8d4be011c80adabd3672214301a,ac,138,62.49,34.87
5468b368b1b5adcbfc133ee8ee94bfa1,420cd0f0b63733bb95cdebf2027965eb,ac,138,65.86,36.75
9f15dd77bfcd0d8143ce0beb217ed18a,4b83ab1aa56735dcf18fe2184a776649,ac,138,58.26,32.51
e785289359e17762a5385b7f44da20ce,5c651f725ebbdc7ade68e7a6a0482cad,ac,138,131.03,73.12
c94b9c32bee1951814f79c9646777742,5aae68270b448da2adfa823502b512a8,ac,138,169.43,94.55
c36615321286c6ac958ad820ab896fb4,df0d340ef29911141baad7928c22fac0,ac,138,96.8,54.02
ef591ef20bf1f1923947002769dd0fa0,7a96a023560f0d135d0025202ea237e0,ac,138,43.58,24.32
8c711b2a61cccea42c643ce986dc203a,c36214df5bdf67eaf55e6620f468b0ec,ac,138,83.36,46.52
8c711b2a61cccea42c643ce986dc203a,cef65a145c54dbe0f1ea8ad16a331421,ac,138,143.86,80.28
ea7f2f9471927458f88b04f4b1832b2a,0ded6348389f35483e961d04d7babcc8,ac,138,54.76,30.56
c36214df5bdf67eaf55e6620f468b0ec,275451c8e61e2f192cd7c00e36f80a42,ac,138,46.66,26.04
e80a5fcb147d23edaed26cc0c74f47ab,c36214df5bdf67eaf55e6620f468b0ec,ac,138,59.67,33.3
1e5f03008ee35b23c08673dc64251233,f536c8bd94fdd9ce73262d2e842e4a41,ac,138,55.1,30.75
1c38fdd837bd814787fd6ea06ec72dc3,73103ddd969c87aee1a6cfe805b7dbd4,ac,138,65.19,36.38
e80a5fcb147d23edaed26cc0c74f47ab,275451c8e61e2f192cd7c00e36f80a42,ac,138,81.45,45.45
59e303779456f354cb4c87447155d612,5dd808ef0d37652165522bd8b73b795e,ac,138,63.15,35.24
75e4374aa05da63dcfe5cd0e9d4e9504,ff8d9fee05e6c18c987f61ccac7537f4,ac,138,76.72,42.81
581a4c33889fc7aeca599e03628e37d3,cd24c3cabd88307c9c9299817143ba5d,ac,138,45.8,25.56
73103ddd969c87aee1a6cfe805b7dbd4,5dd808ef0d37652165522bd8b73b795e,ac,138,72.95,40.71
ea7f2f9471927458f88b04f4b1832b2a,cd24c3cabd88307c9c9299817143ba5d,ac,138,82.02,45.77
