md5_from,md5_to,MW_forward,MW_reverse,source
2fefa8b126607e29fe2990c722ee6cae,09b8c249733de5c23897177cc1a25e51,158.614,0.0,uprate
16af635d9bcc11766919e03aebcb8cf8,7c3349793d7221d1d89a6f9853009048,0.0,33.881,uprate
3efe6c32370fb3b8bcba9451df36483a,97bed14a683cfd0065fd1a5613a1a205,1.968,0.0,uprate
f4e56c23ce45de737a02b5534da2ea5f,bfb92b9b1532b06eb59b21fb4b3a9dd6,16.658,0.0,uprate
ec615d81761cddecefc011465ed6e3a2,e81c666c221106b23a755e7f1d5cabd5,0.0,4.001,uprate
6dac7e59aacae96bd6b9ec6b9afa1e4c,8c41eebf5a1f5867cbe38cf59b37c1bf,7.84,0.0,uprate
5c0321b6b78eecdfcf72e6a44222fef9,d2fb7247a8585505ca84d40afe37eea6,3.167,0.0,uprate
bfb92b9b1532b06eb59b21fb4b3a9dd6,02a0236d8f72c01a9fe264152e30bec8,6.348,0.0,uprate
0bdfa70fd4894b47e136ae023e2db7c2,2415eab31fdbbdb7ad80f314d33ba11d,2.067,0.0,uprate
b6770af9bf892b0d4dbbc1aa5a3201a4,48d09449297662146572c38c68b7eb5e,0.0,12.943,uprate
cc56f342b0dc3f74024688bf135beab4,ececd3cff01bb6137f0578be5337a5f2,1.782,9.664,uprate
a019af77fec797e53a29ce057455df30,ff46fb7782a53ef41bc031428e1ed4cd,0.0,13.582,uprate
381a4c3e139cd966cef9407ab2419a9a,af698f2b39b1f19d13e7259e6b560a85,0.0,68.191,uprate
c1481a88d8e582ce58f9413d5ac93360,af698f2b39b1f19d13e7259e6b560a85,0.0,76.532,uprate
3e927068fc891162e28590655c97c27a,76ef690583787dbd1405245dc8d9d72a,4.862,0.0,uprate
e8d6b4ac3e525d79c01f47bed8e1f93c,bf95b1669852932f77dc04f5ee405b7b,0.0,10.966,uprate
f37432dbde02ae7536cab364df00ccae,6ba927e95e97f5564105147a9d188931,0.0,216.737,uprate
fe9592afe24c33559773fd2f6e46c2fb,a621f7ab8fd0eae3805566885dda4a25,883.19,0.0,uprate
95d2e07a0caa3ad6abc065d1ac24ab25,9dfcbc9897ad8f393da9c34d4883524f,114.023,0.0,uprate
854b68b3c6c3e69b52672108c5a99010,70ba980356d834b5d3ca215040c64e2f,0.0,118.397,uprate
11172787bdf65ba27b6349969d340af4,1c55ed119caa4e1226adb7da772bd372,202.822,0.0,uprate
6c1a391cc07750fa29788a3933b1619d,4096db4b50e814edaca222b08ddf769b,0.0,24.32,uprate
86d4303e4f27966fade0cf152d9ae234,e58624e58bd8bbea1cdccc247a20d8e6,0.0,14.03,uprate
0853de1f652d3a206e18264d18eb3bb0,66ecb6b5c02ae7cd2d14d4da82e54feb,44.711,0.0,uprate
967e9762cd256961572df916205f2eaf,09604c68bfa72e9930b00c967e64747e,0.0,10.632,uprate
ad041f9b96370d724c8a8400350276ed,0d65b82f59ffb7da013b93e7021f67f8,0.0,11.654,uprate
93f97410020f1aeb261aa376df54f44d,6774b4304eb6167c263fa777644370aa,0.0,16.098,uprate
09510d526df60f47c2797dee42254939,f7370a6dcf0258acd5d76f594612c249,333.539,0.0,uprate
cb61843a4d547a8d2a199fe80a7a1add,5c72c99424191cfd8ec2227b923c03d9,0.0,87.796,uprate
86561200f3f1f2bf5cd4218495323b3f,f7370a6dcf0258acd5d76f594612c249,193.953,0.0,uprate
987abbb401850a3f9d10dc85a625c0c9,14f5c9b660813801b453b5903af18ca7,277.662,0.0,uprate
987abbb401850a3f9d10dc85a625c0c9,48f36fcf310742f269ed41f985563900,0.0,173.564,uprate
1772d7476f7f38debfcd459a8489217f,d8591042aaf8c8d8b53b7e43085a0587,0.0,51.152,uprate
53e5fee4b79f57668bd8e85742d9f9cd,e31003304da364867f1dce3be564fb7a,58.966,0.0,newlink
10620b7827f8e24f764b930240fa5c96,b4bee9fe0aef927e2a9e2b7072832d6e,0.0,4.033,newlink
a43cf1bfb47754486720d964df63425b,5c51774e43c9db3aa687f23c27956104,0.0,31.288,uprate
d2e859e1c59abdb261c5bb63c1d437c3,25f258164741bc25847ecef1067b24f0,0.0,58.164,uprate
31163fedec9349e8f7d35a84c05cb94a,937f578a9e42b1c322cf1e27d4009180,1.241,0.0,newlink
148d442971558088c915121f85c797b3,b4785c555b94d84947f532c82c1eefa5,5.748,0.0,uprate
eb8957cfa91a0992d3570d7fac93cb8e,ab243ac315c8f9c55254cbafe079b3c5,0.0,8.17,uprate
1134604ead16f77309235aa3d327bb59,25ba6ebb3e470993540ebc62e98a51e2,96.882,0.0,newlink
48f36fcf310742f269ed41f985563900,d8591042aaf8c8d8b53b7e43085a0587,0.0,103.862,uprate
d26cf5a5aa1c2999c8339d77fc3eed44,ab243ac315c8f9c55254cbafe079b3c5,0.0,252.065,uprate
ab243ac315c8f9c55254cbafe079b3c5,a1b2e04c65e8fa74ba1e50a429b828ca,0.0,546.828,uprate
ab243ac315c8f9c55254cbafe079b3c5,596f13d0466c69130d1cf0951e189df3,83.291,0.0,uprate
25f258164741bc25847ecef1067b24f0,e988c6b43fabb5006ea95c18d5088b9a,0.0,326.395,uprate
937f578a9e42b1c322cf1e27d4009180,e31003304da364867f1dce3be564fb7a,0.0,0.089,newlink
5c72c99424191cfd8ec2227b923c03d9,25ba6ebb3e470993540ebc62e98a51e2,0.0,108.974,newlink
e31003304da364867f1dce3be564fb7a,3e95b38ce315f12892dee0121e6fad4a,10.297,0.0,newlink
541356751e5796df18e1e7bd77072993,e988c6b43fabb5006ea95c18d5088b9a,117.466,0.0,uprate
e988c6b43fabb5006ea95c18d5088b9a,f7370a6dcf0258acd5d76f594612c249,0.0,142.134,uprate
71c53d2fa50393f9549979e3488cab04,7638ca8ac63c145195788f998393b1fa,0.0,0.39,newlink
d8af90655b20ecd682cd8536ae27cdb9,535a60b1776bb47cc3b55a73fc486c54,11.863,0.0,uprate
085fc1406248327158619fb1326434cc,bfd6bb38a2386fbab71d56ecdb552b42,22.185,0.0,uprate
24fd82394ab5c4074297d17f7847b17a,b8d1200c2569eb9ce9c29e1698dbc84e,5.186,0.0,newlink
9fdf913312884f2e344898dfdda3409f,7638ca8ac63c145195788f998393b1fa,20.788,0.0,newlink
654e26e8456b5b4d94e4044a28018f43,328ffd5b7bac35dd51c914156e01007a,9.486,0.0,uprate
c96742836bff214c3bb498c11c10ea4d,f1b967e673681c3b9cdbc9c568949344,24.108,0.0,uprate
96bd45d5e935c252c3aa57552a94af25,668426da67b63e07674ea8c2ff286289,0.0,19.877,newlink
93c06a67af6b87aa9f7a83de8586c016,f2f9a59e405df2007b650aea104ac5c1,133.324,0.0,uprate
360136214356045a328d50619083ac42,988d62aed8989449e54fa33d1879db76,0.0,1012.126,uprate
819cf18d6ae3946f1236281a3b4ddc81,ee6929cfd8dd567e41e4efe843b42dcd,0.0,38.599,uprate
f313349e6ef8ece66bfc2859d7b1df96,0e22aa2a44e7e297c6365f23dbedd92c,293.216,0.0,uprate
04ff2896ed09b2e8d686c58dcb78cb83,86cbb7dba804b6c34f1f251e4869b479,1167.579,0.0,uprate
bbb8541a11eccdc1bbe0400854b72293,2ac4bbf0c1236555cc7e9e5211465ed8,317.935,0.0,uprate
2ac4bbf0c1236555cc7e9e5211465ed8,0f993207d1f399d38d960ece5fa871ea,930.725,0.0,uprate
961eb5387637cb09f5565841f9f37619,3d95a7881b75010c3934a504104818ba,361.146,0.0,uprate
24826fc186de435324b417a145c1def8,27284d03e45756075aaa168fa670f8d6,396.167,0.0,uprate
c7d7a54da0f35a8abde8961b6897abe1,d0827043dbbfc18eb8fb662b0bef026c,75.702,0.0,uprate
21bfb285d4d914a24e62afc1f1cffde1,a9ca4ff9b3fbbfd6b427ef5503cfeda4,524.311,0.0,uprate
208528088dc87a4bd6b73796b96b0085,d457c0235036396f11714cb337bc0445,0.0,72.743,uprate
6022a1e286ccb90faba60f4a1ab47d58,79557cb93066f4470b8cee6e9110f757,0.0,71.729,uprate
d0827043dbbfc18eb8fb662b0bef026c,fff2b34c182b4bb71c1c3d438f3e15af,64.978,0.0,uprate
8ffbcd62cdf41da17fd1d32fa3ba9a28,c2bc8f626b7aa52fb0eb9871805d865f,0.0,2141.146,uprate
7a6f5f6a69fe900cda205b8c2d811cd4,936d1f13b9aac641b5d124d96dc7cff9,0.0,3.001,uprate
c31298d87a7446a1854f5a71f475b343,9db0787c1c4f696a5ef1789dd3ebe1af,0.0,1112.753,uprate
c31298d87a7446a1854f5a71f475b343,a551f123e505d4d5d75058aae10e993b,0.0,146.353,uprate
ae805f92291f70c89704639204aa1d6c,4fd76758ca20a054063d174c3cd7f394,0.0,10.813,uprate
c9017f70c00a8572737c9f1cdda325e1,303807c0c0db7db426d7b6d2081a276f,114.231,0.0,newlink
5b629f02e23fcc3ef15e60dcf3dd8fcf,3f5a51db5c7936950261ef1da3b25202,147.791,0.0,uprate
816f29f7fcace6a71651550c57d8705e,1ae3b06b074c26ee1f295fd389581590,7.643,0.0,uprate
9a9fdbd56eb7c442646ab01c6bb3a70f,665abc2f6f55c9be9952b327c7f52baa,0.0,137.545,uprate
635d6ac5890c766cfddd67b3e0bafab2,25da35c3caae93fe52ceb26ba1d5adb1,0.0,15.99,uprate
ff4776b449efb88b35fbf6187af9771e,1957a5ec9850b7d12ced5ba3d99c26e0,394.787,0.0,uprate
5b52c2a49dc6e0b0f512ce11c5e4fbdc,33a84c00e939cc5bc0ced0b8b246ab3e,248.387,0.0,uprate
33a84c00e939cc5bc0ced0b8b246ab3e,42e63e1b4d6aa921fd566bdef26e5ef4,0.0,181.013,uprate
ff9c1a8b955799b9a952856a8fe60a54,0607fc0e91072d38ee2f2ba2cf07b77c,0.0,6.738,uprate
54f4472e596fa8826686790226920fa7,1372c3d1724fa299700974106f330ccc,0.0,0.687,uprate
e4161440b97ffb6c598204e0b9893843,ef95b846b1e8469e32e7831643ca00ef,24.828,0.0,uprate
eaabc95835e864ccea83777840acfe46,3d194d58a6470121c92f29c1ee4c936f,0.0,14.091,uprate
da03ec3df4a3182b2235d387e94b66cb,1e30822b8bd1d607bb099fa9387b8976,25.428,0.0,uprate
e120d8cb6af50a5cbf76b8fafd89afb6,b7d944793cfd1c1f1b156d5d4ed191fe,0.0,6.189,uprate
1372c3d1724fa299700974106f330ccc,ce4a34de8a08d5b2a3fb5dff44d7a5d2,10.0,0.0,uprate
8067be2623f432f245c659f9d0c85325,9b80db5649edf85db26dde3ba3e287f5,0.0,5.315,newlink
6036353d75ff673c66334007ac14f0a6,7fd23d812013ce3b530b821d855bccbf,0.0,52.942,uprate
98bc3ce1f9b74c3e5e3f22868b092d96,96b5871bd63a9dd5c79c927de8527c9d,0.0,42.059,uprate
25efc250ba7103ebb3aad53283daf077,51fd2d07c177df06712730b20748a335,83.484,0.0,uprate
8f4b1408887128180d7d90794ba908a2,8f5357b3cb6f50a7d839fc05fa77347e,285.232,0.0,uprate
075c4cf9e46f14578f4397e16a2b3f4e,299afad7fa95a2f1c0941d0f8f2fb772,59.38,0.0,uprate
fbfe09ef251ad45dc509c7b26134e0f3,01dbb59de12641e7d43f38a51ea4e603,108.197,0.0,uprate
f166716e341817dbe3105dab5915c894,a1365d9a2adc6209c959fdca786b3626,0.0,148.056,uprate
e208540082992909d012297cbc49c425,d3ee4b885a0649baf73adf9711f4bebf,572.728,0.0,uprate
c7bf6d5cc46eabd157d7bb7e037b3e00,7fd23d812013ce3b530b821d855bccbf,0.0,802.433,uprate
c5b3da73adacd81b5962e60b6b987e52,d3ee4b885a0649baf73adf9711f4bebf,423.577,0.0,uprate
3183fc21acb07e30098c42484e12d697,51ac520c783d88964a793e455dae3506,0.0,60.586,uprate
3f2f1d47c36d2ad8c27030b1b580b3f6,d44a4b265f457745992aee2753123da8,10.704,0.0,uprate
996a06e8c7029874b4092109ca2fe99e,f469935e9c18498f6310397a3f1a73da,3.523,0.0,newlink
713dc417a38ad80fdf481609ea2ac4b5,3c9698c0f03b91734221692551383ed9,69.886,0.0,uprate
46ca81a7c598a5230b6e7d0de3e83d76,132eb557618302f19126586eec17c6cb,15.352,0.0,uprate
d8da124409cad437d5d2c35b101e3b91,56d271e961fd402f9b0fee53fbaa9ee9,37.314,0.0,uprate
1853414c691b3e17ad1a14b23dfb9598,373a82b829a0b64b5091565c70e532ab,0.0,47.26,newlink
75520ba59230a40bbbf8659160069ea6,8ffa6292a6f801969c7c652f514514c1,0.0,95.93,uprate
ab6c2776051fe76199341dc483bc5fcc,48ad2736ecc89272abbc29dcb09b9209,0.0,10.362,newlink
043485b042179e1b0547288346a47044,8f47f205dd743292ec519f3fc8e70201,220.71,0.0,uprate
7602980244b8793fb90d3bfb3bef1639,0fd65f0b76f945e2e150e441483a71ab,0.0,72.689,uprate
75d8d147d09b832bb0367ba1844fdb58,155722af3900b91a17eeb5a3c987defe,0.0,52.474,uprate
60d179bc263ce0fe8e342c2ea1e67fe6,8f550fa438afc57d2a4e868390396225,0.0,42.202,uprate
8f0ea5bcdb347609d6e66e60e3edf4b1,c86c4404d6c078face600eda09b12443,232.571,0.0,uprate
6076036fdb272f49688c571013f3ede1,ce943be8824807573e3d363d01058edb,88.894,0.0,uprate
ce943be8824807573e3d363d01058edb,b541f9935c1b4824b94f71c64ee36e6c,0.0,30.778,uprate
b5064c54dad42d46dc42428e982cca13,8f47f205dd743292ec519f3fc8e70201,0.0,203.835,uprate
4a15b66881d8ee302b6e324e1080f523,b8bdaee506282b82d47d2777faa9d241,2.028,0.0,newlink
cac06d4ace00a7b39564429b57e07a72,12686196691e427422aba9f58eb9188a,0.0,6.545,uprate
e5e63e1b118dabdbd6b5d2e7cf43b72c,72cfa54adabf75a36f18185567aa8ea1,0.0,11.781,newlink
127f75906618c4a0d33d9188ac6df110,e1b6c6fb7a203ca62d0108642cc5767c,48.253,0.0,uprate
a826e7e3851f04b576471ad4450abc4d,bc85a3f74ae51634b2ff56120742a8bf,85.246,0.0,uprate
92e53de4d143543b931fb5a393b44f93,4bc9645a5623ba22b8e136133eb8af33,0.0,126.048,uprate
89599d85cfa823d8886146af161ea5b3,13816ba0dd3a36209cbc3cfef265dc7c,9.633,0.0,uprate
f8f7aa63a45a078fda7e10fdc8f63b5f,0b3f0a040caa140654d4f7cea2630275,0.0,0.404,uprate
fe9c1e36a61dfd9b2d997e7e1046c97c,fc1fa4ef820a640d5147f6257ca7e827,0.0,33.352,uprate
1d4e3e81d1c05f78f91f7919bb25e146,045ce2e6853c2a1183f06fb5c0ed0850,0.0,290.313,uprate
1f68ae2f4862608d432b540c1303c572,e70c19ec41e54548db90cb667c4c62fa,23.0,0.0,uprate
dfe9e18ded4239b8f21081ad7e88cfea,3070c7548448957df48fadcc36f5f98c,12.937,0.0,uprate
c08845406b78842b7ee7f3339c31cef6,061b7b3d5e2ee31c7875058883fbcce8,0.0,15.823,uprate
73c55bc944ff08322761ffc22fcf10c1,dee39f3a5ab881ab30a36b0ee71300aa,0.0,22.844,uprate
5867a6d760feb3565835e7287ca18469,7f6401a2da5927d2c2fe3b6b946a9f37,415.306,0.0,uprate
0bab9af56671570e6eb8536602601dc2,1b7f4b2c845aac58d112f6e7ca78e8f7,0.0,4.355,uprate
1b7f4b2c845aac58d112f6e7ca78e8f7,7d168049ed61786069c9849e44aa9699,76.002,0.0,uprate
fc1fa4ef820a640d5147f6257ca7e827,b900a5f2bb1f01b0351c8c30e49a2b86,0.181,0.0,newlink
2f843a53f189c8c1e267615f76689e85,46604b5a2dc5852fd0733df3fb8e88c7,0.0,25.603,uprate
5b2b90013bf899246dfdfd063813e999,f4ed3f6aa2baaced0d790bbd9d7ead15,0.0,108.665,uprate
e640e8d3c3f0f3ac92f3178396cbe044,d788c46ad6a6c020b5062c1a99f55b2c,70.182,0.0,uprate
17a7161db33bcd7a8904250c6277e957,0c1ea456e4e846bde674bd8ccaa4ac00,152.47,0.0,uprate
0fd8c2c9a6e5516286350aa0a6c3e7be,9d007f0cbf2123eb7b76e757ff4a0b0d,1401.524,0.0,uprate
7b71096a076eca8eacf1ffc04f76d2b9,c9423db74ff09a7c21a7671cd681d4e5,0.0,46.723,uprate
902850e8151c331e357fee2a74b5b0d8,8fc2ff25a36a84a76e695d7a30819c21,0.0,26.834,uprate
3fc2d2c3597b3e7b87c17651f98f6c22,b1b5dc761bb978100b9eaf043b12d4fc,0.0,20.464,uprate
e41fa3d414e8eaca9467ecace739b400,f0b8024455e6c0cb3ab7495325afee5c,122.982,0.0,newlink
e41fa3d414e8eaca9467ecace739b400,e9b960bce9db4860098e82117b16779d,739.83,0.0,newlink
077720fbbf60d0bb8f68b93d003db66a,ef5ad26206c0cabf23fec07c2390eeaf,0.0,515.379,newlink
5d29c687a58bc919bd4b28609e2f7134,f469935e9c18498f6310397a3f1a73da,372.046,0.0,uprate
0c1ea456e4e846bde674bd8ccaa4ac00,4259f88ec5599c3e58266f349beceb45,0.0,78.487,uprate
f63f7107398c54c17b5d14eadfa76842,be9351985c2ce18de88f89b8466b7ce9,299.561,0.0,newlink
25a66e13390694e2b55814e888c8d3f0,275cfee74a07eb927b3e08742ed6bd90,0.0,21.381,uprate
44942b82e5dea398aea2195a5a582c18,2171a9b7a83660dc1f75c463d234dc66,86.184,0.0,uprate
21c789095ff4e48a0a6c869b74f1e005,710179ef2349eccc3856fbb894f72d80,0.0,2211.18,uprate
a9ca4ff9b3fbbfd6b427ef5503cfeda4,be9351985c2ce18de88f89b8466b7ce9,167.364,274.333,uprate
029a28219b3580d8496e73f1f16fc60c,d788c46ad6a6c020b5062c1a99f55b2c,164.111,0.0,uprate
c024ce1e7af84d0c379f52d09fc8b046,ef5ad26206c0cabf23fec07c2390eeaf,0.0,13.752,uprate
27549b5f615036a9bc41dc853fd211dd,90615830ceb48019aa001fe45233f1bb,343.719,0.0,newlink
27549b5f615036a9bc41dc853fd211dd,398b98b77e0c7a4c313abc6e47fb273b,388.488,0.0,newlink
9d007f0cbf2123eb7b76e757ff4a0b0d,90615830ceb48019aa001fe45233f1bb,0.0,295.455,newlink
6f497db742b82253d9cf8c89073da954,2171a9b7a83660dc1f75c463d234dc66,243.48,0.0,uprate
6f497db742b82253d9cf8c89073da954,a5d8bb936c943624140ddade75f55b79,121.789,0.0,uprate
7e0a79cfc141c8bfc8ee8247f40ce8cf,0d810f5f274a9ddefc5c3398df6dbb2a,0.0,83.34,uprate
9ebeb6b99421142701bd7bdcf4fc0b47,9078bbd890a90f1aa3c5e8d972394eb6,0.0,254.532,uprate
9ebeb6b99421142701bd7bdcf4fc0b47,48c7bd64f36b063b63b5230be690c7e0,51.418,0.0,uprate
457c7caf38b56ec93afbf6ad22877478,9af787c1e7409f0866ade669dba8f697,0.0,7.25,uprate
6792fa01c56ef0f7c5a58d508954c34d,d7abe7b28ded56be631510c3a6caa996,305.042,0.0,uprate
0d810f5f274a9ddefc5c3398df6dbb2a,4042bd938775ea252cb0f8494b3b5729,10.234,0.0,uprate
9d02fd65cff13e89550c41c900dc347a,f19a4a205b6fc44fcf0af19e44d71d2c,0.0,5.604,uprate
ce1225eec668c580d0712889541626fc,776c2a30d4402b8c5126edd7ad111c5e,0.077,0.0,uprate
5e93ee9a764cf2326a92f61f8fefdb1f,ef5ad26206c0cabf23fec07c2390eeaf,0.0,62.292,newlink
a727a09bb3214ae41122b455ab5f4cb1,ef5ad26206c0cabf23fec07c2390eeaf,0.0,1442.146,uprate
a727a09bb3214ae41122b455ab5f4cb1,abba6fc3cee14b26ebcfe34fc793b7d4,2.857,0.0,uprate
6d5da6ac9f4a47621f5483ea6d33e8d9,9bef833f0112645f623c3ebcf807a3ad,2.694,0.0,uprate
a5d8bb936c943624140ddade75f55b79,3659943c93a11347e91c430725613c9a,91.953,0.0,uprate
48c7bd64f36b063b63b5230be690c7e0,13602f4cdec52bd97a46254441b3388d,22.371,0.0,uprate
8fc2ff25a36a84a76e695d7a30819c21,748fab8b7e42bd2467a07cbd200034b2,31.063,0.0,uprate
3a310e57a15323a5a7e55817941ddbaf,269dce383b169909785f4fda1ed47913,158.64,0.0,uprate
cafda5b07243ef0ef4580c470d05995b,60dfc9f44b250ed03992a2a1b39a30c1,0.0,740.627,uprate
cafda5b07243ef0ef4580c470d05995b,f45441ae6bc4a14109990b452feea703,205.12,0.0,uprate
965b0629796556420a03de497e780a03,0b99bbe436f28d115e4438efd42eeeea,44.858,0.0,uprate
965b0629796556420a03de497e780a03,269dce383b169909785f4fda1ed47913,303.969,0.0,uprate
6ec00eeb639d309bafaeb0a3ea24fb3c,ad40dc3cb1f8f6b6cf70fcdfd6c44a9c,0.0,9.764,newlink
269dce383b169909785f4fda1ed47913,e13963f0c129b9da11f1e4721f423745,29.505,0.0,uprate
f0547ecd4e64a31e247c34b64547f812,c3a8217c9d3a5d9c5e76a77d8f4a8fde,0.0,6.904,uprate
87fd9dd52429b487a575115761e900a6,22f5adca2c7b559c1042e92e17c2a4c5,4.507,0.0,newlink
e4ae5a0d155ae14613e6cd907bf7040a,4b50e99828c33d971ba5d9dc661037be,44.293,0.0,newlink
d1c26616c4c89a5e0ef04274e63c7849,568f7cad7966985188ed28c5810d7c96,0.0,9.459,uprate
ba85b1fdaab8f50fc116a55a29fe591c,c071a6f6b7ce49e3f9674526e45e3df5,187.193,0.0,uprate
f489c27798018a004cf82f5caa6a2bd6,77e02887fc8719ae5d273c6ceb196d0a,0.0,1239.28,uprate
aa88e378a965701e56a86261272cd22d,55f8a5d20cb15ea27de82e9b0203fff6,0.0,17.227,uprate
aa88e378a965701e56a86261272cd22d,83af7e0972f2fcaa31fee8b286aecd05,0.0,5.236,uprate
93e2754d2bc2aaff3c23cc2ff61ec7d4,3647532ec07150bfa31ec2896932bdfb,57.735,0.0,uprate
93e2754d2bc2aaff3c23cc2ff61ec7d4,b7abfd7a9b8eed35add9a69d87eb46da,10.387,0.0,uprate
93e2754d2bc2aaff3c23cc2ff61ec7d4,17d2b6584074c2bcec3cbf8a3c389af2,57.524,0.0,newlink
0d1b6a48c3f0a7b314c2c58db260f2af,2e9f1b0f07f2e53fe41d6743c15db964,70.269,0.0,uprate
efb25ae0c00a940792bb7463060f4dd7,d7889061f59983e459e4a05ce8368c54,15.25,0.0,newlink
0656ff8a1ce8d6082a220f2b506534a4,e7b1463dee0a00fd3f83b91b4d548ff6,0.0,19.643,newlink
18108f5ea22114bbd3804d2185bdaa99,e5ee30c813173673c0ee0a982c795e28,223.152,0.0,uprate
1957a5ec9850b7d12ced5ba3d99c26e0,72ff9cda5afce833aa71bfe7c5e86b9d,57.018,0.0,uprate
1957a5ec9850b7d12ced5ba3d99c26e0,fe6ac6e5a087f488d8cdca68c8c447d4,14.81,0.0,uprate
bacea30d16b0bb49c20bbd59106591e4,eb8bed3067b3945926b19a06a6655ce5,4.882,2.874,uprate
459d82810ecbfd4deac99a298dbf8215,568f7cad7966985188ed28c5810d7c96,0.0,23.061,uprate
459d82810ecbfd4deac99a298dbf8215,4d4c9145a0a5352d6f6f6ba50a0c3f4f,41.944,0.0,uprate
6f26d9cd7f90ff4950d3a84b35b387e7,f335ec1e9525c9796a1fc264625e7a14,56.548,0.0,uprate
acd8e077df586ebda1fd48dbdf72c552,d3f3fc2af03f6d233127c67def83093c,4.562,0.0,uprate
4d6dc151315add4c4b579c68cffe18c7,5a5ad3596eda99cac370d9c6102936cc,12.637,0.0,uprate
f60c1886f4c0b55caab4f18ae7c4bbcf,c188b8121816c9f91b3f2e4bc31b4d2d,8.148,0.0,newlink
b17c44705baa151946cca111b7196cae,eeaeae6496ed292665577df6377dcff5,94.067,0.0,uprate
aa387c57045265092780e4aac2771cef,268c58341210244afeee9b860700acf0,0.0,130.98,uprate
6736e5c695862a09a624bd125dbb023a,38da564a24ac6d5fe2577c2e76a12125,0.0,138.558,uprate
8c2a764deaa90314ec45885571b5f88b,268c58341210244afeee9b860700acf0,0.0,25.835,uprate
3eddbcda71290eb81b32ad893dcdbba6,ca3120ede635e77d9893f66c6c41f981,0.0,2.145,uprate
c1e4d22e168fc450c77c231bf9f71ff9,ce9a029b52df8b31ac3f249fdcdf949e,52.791,0.0,uprate
4685236e9ee651494d06153cfc4c8852,37eaaed2a19e86c474d9c37150d60308,7.553,0.0,uprate
7023829f14af8d1c2b401480d89180d8,085073f3b22d1225cd026929c439dd5e,0.0,26.71,uprate
349fda3c9d90de7e62c9ada6c0550a8b,3fb2acb58efa0169425e9520ade5cf8f,0.0,27.56,uprate
863fdb719f9f659a50266e85255bae68,9ef931b043b519aebcea783d1eacab44,41.819,0.0,uprate
3fb2acb58efa0169425e9520ade5cf8f,6b333cfa24c8857dd6d7422f0391a587,17.197,0.0,uprate
21a24b62571f81fd73d1464b2631b5f9,3fe44bf4b326bd8d36e1ac63b00b661e,0.0,59.335,uprate
6b333cfa24c8857dd6d7422f0391a587,ca3120ede635e77d9893f66c6c41f981,0.0,35.224,uprate
98fc7d5149426e18356333cf47923e09,8573535d757b48469f147c9552f30f84,0.0,9.055,uprate
4c7b5d268081a2f86a34cb4361895b78,105fbe0f26e51f0bd3cd05d8c2f701c6,0.0,2.594,uprate
8a415bde69e2d25701dc8ddb10eb3980,105fbe0f26e51f0bd3cd05d8c2f701c6,0.0,16.556,uprate
e81c666c221106b23a755e7f1d5cabd5,4746b4b7328cbaf440e47ca82741efa6,5.534,0.0,uprate
c7fd6d5179ee2f799984eba95936bbd7,1b230c2ea27a320190a0fe0b002521d7,735.854,0.0,uprate
c69272533c281c3c8496eb581f28f506,9aca1e318536945ec8cd56c6e95ac3ac,0.0,5.629,uprate
dd8b0d06b4583e335755e5e914c16dab,9c19e9e96ec358beef6bee640adf5a3e,0.0,4.75,uprate
85dd0499e631b0c4e9370c1e527aa439,1b230c2ea27a320190a0fe0b002521d7,154.074,0.0,uprate
2b8aa4c8d8d89710f0e2c7c7a99692fc,108f0652d68c95bd50aba7e4c2b19187,0.0,23.563,uprate
8bf1e5954737835c2c2bb65bb94b19b7,5d3e52e7bf675beec8e3426f67c2c901,17.143,0.0,uprate
d61efad0e6a1f6ed7064890ae48f26d1,2e46345fa5716101827774736405f293,0.0,845.085,uprate
d61efad0e6a1f6ed7064890ae48f26d1,a85a0d80e9317d708da2b465df357d17,78.193,0.0,uprate
dcb57819746b6e6c79cb5f8c208173d9,c94b9c32bee1951814f79c9646777742,251.46,251.46,newlink
c73edcecd97f8e999b5cd937d5e6827e,91dc09d6e1de84f060b7b565135e2365,298.65,298.65,newlink
1d93b3d03e07f30415bb68699463271f,91dc09d6e1de84f060b7b565135e2365,298.65,298.65,newlink
73b0224bc6bcf2334b92e18bf15ef7e9,bd5bbd79ead46e4172253e0d862b5246,349.77,349.77,newlink
e681a63d00ac08fd2f08d0f1ebd10a43,28cb23ccdd6ffd135d545e6eb7f25c02,461.01,461.01,newlink
6fc6754722b8e76ed6808d9ee828e7e6,bdc9947f6117bfc90b3645da283daea7,151.05,151.05,newlink
1f12a716b17bee8c7de14c39f20520f0,c94b9c32bee1951814f79c9646777742,163.37,163.37,newlink
c94b9c32bee1951814f79c9646777742,6181d7a40d05ec551c178d3c720b3cde,163.37,163.37,newlink
6fc6754722b8e76ed6808d9ee828e7e6,d12fec62f69e678f635825963e988562,151.05,151.05,newlink
e4c8c477d15f72bef65651ddb22c5891,73b0224bc6bcf2334b92e18bf15ef7e9,233.18,233.18,newlink
e785289359e17762a5385b7f44da20ce,eda65102a785a9ea6a6552c3f808a32d,194.24,194.24,newlink
02371315f7f2394e1e6593c1c3389c29,bc31d17d2185b7d5d25d356075c8aac6,224.44,224.44,newlink
4fe1fd16a478f41f471f0b392701b716,bc31d17d2185b7d5d25d356075c8aac6,223.89,223.89,newlink
ef591ef20bf1f1923947002769dd0fa0,0ded6348389f35483e961d04d7babcc8,157.55,157.55,newlink
