i,t,depreciation_sch,eval_period,construction_sch,finance_diff_real
Gas-CC-CCS-F3,2035,20,20,3B,0
Gas-CC-CCS-F3,2036,20,20,3B,0
Gas-CC-CCS-F3,2037,20,20,3B,0
Gas-CC-CCS-F3,2038,20,20,3B,0
Gas-CC-CCS-F3,2039,20,20,3B,0
Gas-CC-CCS-F3,2040,20,20,3B,0
Gas-CC-CCS-F3,2041,20,20,3B,0
Gas-CC-CCS-F3,2042,20,20,3B,0
Gas-CC-CCS-F3,2043,20,20,3B,0
Gas-CC-CCS-F3,2044,20,20,3B,0
Gas-CC-CCS-F3,2045,20,20,3B,0
Gas-CC-CCS-F3,2046,20,20,3B,0
Gas-CC-CCS-F3,2047,20,20,3B,0
Gas-CC-CCS-F3,2048,20,20,3B,0
Gas-CC-CCS-F3,2049,20,20,3B,0
Gas-CC-CCS-F3,2050,20,20,3B,0
Gas-CT,2010,15,20,3A,0
Gas-CT,2011,15,20,3A,0
Gas-CT,2012,15,20,3A,0
Gas-CT,2013,15,20,3A,0
Gas-CT,2014,15,20,3A,0
Gas-CT,2015,15,20,3A,0
Gas-CT,2016,15,20,3A,0
Gas-CT,2017,15,20,3A,0
Gas-CT,2018,15,20,3A,0
Gas-CT,2019,15,20,3A,0
Gas-CT,2020,15,20,3A,0
Gas-CT,2021,15,20,3A,0
Gas-CT,2022,15,20,3A,0
Gas-CT,2023,15,20,3A,0
Gas-CT,2024,15,20,3A,0
Gas-CT,2025,15,20,3A,0
Gas-CT,2026,15,20,3A,0
Gas-CT,2027,15,20,3A,0
Gas-CT,2028,15,20,3A,0
Gas-CT,2029,15,20,3A,0
Gas-CT,2030,15,20,3A,0
Gas-CT,2031,15,20,3A,0
Gas-CT,2032,15,20,3A,0
Gas-CT,2033,15,20,3A,0
Gas-CT,2034,15,20,3A,0
Gas-CT,2035,15,20,3A,0
Gas-CT,2036,15,20,3A,0
Gas-CT,2037,15,20,3A,0
Gas-CT,2038,15,20,3A,0
Gas-CT,2039,15,20,3A,0
Gas-CT,2040,15,20,3A,0
Gas-CT,2041,15,20,3A,0
Gas-CT,2042,15,20,3A,0
Gas-CT,2043,15,20,3A,0
Gas-CT,2044,15,20,3A,0
Gas-CT,2045,15,20,3A,0
Gas-CT,2046,15,20,3A,0
Gas-CT,2047,15,20,3A,0
Gas-CT,2048,15,20,3A,0
Gas-CT,2049,15,20,3A,0
Gas-CT,2050,15,20,3A,0
h2-fuel-cell,2010,15,20,3A,0
h2-fuel-cell,2011,15,20,3A,0
h2-fuel-cell,2012,15,20,3A,0
h2-fuel-cell,2013,15,20,3A,0
h2-fuel-cell,2014,15,20,3A,0
h2-fuel-cell,2015,15,20,3A,0
h2-fuel-cell,2016,15,20,3A,0
h2-fuel-cell,2017,15,20,3A,0
h2-fuel-cell,2018,15,20,3A,0
h2-fuel-cell,2019,15,20,3A,0
h2-fuel-cell,2020,15,20,3A,0
h2-fuel-cell,2021,15,20,3A,0
h2-fuel-cell,2022,15,20,3A,0
h2-fuel-cell,2023,15,20,3A,0
h2-fuel-cell,2024,15,20,3A,0
h2-fuel-cell,2025,15,20,3A,0
h2-fuel-cell,2026,15,20,3A,0
h2-fuel-cell,2027,15,20,3A,0
h2-fuel-cell,2028,15,20,3A,0
h2-fuel-cell,2029,15,20,3A,0
h2-fuel-cell,2030,15,20,3A,0
h2-fuel-cell,2031,15,20,3A,0
h2-fuel-cell,2032,15,20,3A,0
h2-fuel-cell,2033,15,20,3A,0
h2-fuel-cell,2034,15,20,3A,0
h2-fuel-cell,2035,15,20,3A,0
h2-fuel-cell,2036,15,20,3A,0
h2-fuel-cell,2037,15,20,3A,0
h2-fuel-cell,2038,15,20,3A,0
h2-fuel-cell,2039,15,20,3A,0
h2-fuel-cell,2040,15,20,3A,0
h2-fuel-cell,2041,15,20,3A,0
h2-fuel-cell,2042,15,20,3A,0
h2-fuel-cell,2043,15,20,3A,0
h2-fuel-cell,2044,15,20,3A,0
h2-fuel-cell,2045,15,20,3A,0
h2-fuel-cell,2046,15,20,3A,0
h2-fuel-cell,2047,15,20,3A,0
h2-fuel-cell,2048,15,20,3A,0
h2-fuel-cell,2049,15,20,3A,0
h2-fuel-cell,2050,15,20,3A,0
Gas-CT_aero,2010,15,20,3A,0
Gas-CT_aero,2011,15,20,3A,0
Gas-CT_aero,2012,15,20,3A,0
Gas-CT_aero,2013,15,20,3A,0
Gas-CT_aero,2014,15,20,3A,0
Gas-CT_aero,2015,15,20,3A,0
Gas-CT_aero,2016,15,20,3A,0
Gas-CT_aero,2017,15,20,3A,0
Gas-CT_aero,2018,15,20,3A,0
Gas-CT_aero,2019,15,20,3A,0
Gas-CT_aero,2020,15,20,3A,0
Gas-CT_aero,2021,15,20,3A,0
Gas-CT_aero,2022,15,20,3A,0
Gas-CT_aero,2023,15,20,3A,0
Gas-CT_aero,2024,15,20,3A,0
Gas-CT_aero,2025,15,20,3A,0
Gas-CT_aero,2026,15,20,3A,0
Gas-CT_aero,2027,15,20,3A,0
Gas-CT_aero,2028,15,20,3A,0
Gas-CT_aero,2029,15,20,3A,0
Gas-CT_aero,2030,15,20,3A,0
Gas-CT_aero,2031,15,20,3A,0
Gas-CT_aero,2032,15,20,3A,0
Gas-CT_aero,2033,15,20,3A,0
Gas-CT_aero,2034,15,20,3A,0
Gas-CT_aero,2035,15,20,3A,0
Gas-CT_aero,2036,15,20,3A,0
Gas-CT_aero,2037,15,20,3A,0
Gas-CT_aero,2038,15,20,3A,0
Gas-CT_aero,2039,15,20,3A,0
Gas-CT_aero,2040,15,20,3A,0
Gas-CT_aero,2041,15,20,3A,0
Gas-CT_aero,2042,15,20,3A,0
Gas-CT_aero,2043,15,20,3A,0
Gas-CT_aero,2044,15,20,3A,0
Gas-CT_aero,2045,15,20,3A,0
Gas-CT_aero,2046,15,20,3A,0
Gas-CT_aero,2047,15,20,3A,0
Gas-CT_aero,2048,15,20,3A,0
Gas-CT_aero,2049,15,20,3A,0
Gas-CT_aero,2050,15,20,3A,0
GEO,2010,5,20,4,-0.0129
GEO,2011,5,20,4,-0.0129
GEO,2012,5,20,4,-0.0129
GEO,2013,5,20,4,-0.0129
GEO,2014,5,20,4,-0.0129
GEO,2015,5,20,4,-0.0129
GEO,2016,5,20,4,-0.0129
GEO,2017,5,20,4,-0.0129
GEO,2018,5,20,4,-0.0129
GEO,2019,5,20,4,-0.0129
GEO,2020,5,20,4,-0.0129
GEO,2021,5,20,4,-0.0129
GEO,2022,5,20,4,-0.0129
GEO,2023,5,20,4,-0.0129
GEO,2024,5,20,4,-0.0129
GEO,2025,5,20,4,-0.0129
GEO,2026,5,20,4,-0.0129
GEO,2027,5,20,4,-0.0129
GEO,2028,5,20,4,-0.0129
GEO,2029,5,20,4,-0.0129
GEO,2030,5,20,4,-0.0129
GEO,2031,5,20,4,-0.0129
GEO,2032,5,20,4,-0.0129
GEO,2033,5,20,4,-0.0129
GEO,2034,5,20,4,-0.0129
GEO,2035,5,20,4,-0.0129
GEO,2036,5,20,4,-0.0129
GEO,2037,5,20,4,-0.0129
GEO,2038,5,20,4,-0.0129
GEO,2039,5,20,4,-0.0129
GEO,2040,5,20,4,-0.0129
GEO,2041,5,20,4,-0.0129
GEO,2042,5,20,4,-0.0129
GEO,2043,5,20,4,-0.0129
GEO,2044,5,20,4,-0.0129
GEO,2045,5,20,4,-0.0129
GEO,2046,5,20,4,-0.0129
GEO,2047,5,20,4,-0.0129
GEO,2048,5,20,4,-0.0129
GEO,2049,5,20,4,-0.0129
GEO,2050,5,20,4,-0.0129
HYDRO,2010,20,20,3A,-0.0122
HYDRO,2011,20,20,3A,-0.0122
HYDRO,2012,20,20,3A,-0.0122
HYDRO,2013,20,20,3A,-0.0122
HYDRO,2014,20,20,3A,-0.0122
HYDRO,2015,20,20,3A,-0.0122
HYDRO,2016,20,20,3A,-0.0122
HYDRO,2017,20,20,3A,-0.0122
HYDRO,2018,20,20,3A,-0.0122
HYDRO,2019,20,20,3A,-0.0122
HYDRO,2020,20,20,3A,-0.0122
HYDRO,2021,20,20,3A,-0.0122
HYDRO,2022,20,20,3A,-0.0122
HYDRO,2023,20,20,3A,-0.0122
HYDRO,2024,20,20,3A,-0.0122
HYDRO,2025,20,20,3A,-0.0122
HYDRO,2026,20,20,3A,-0.0122
HYDRO,2027,20,20,3A,-0.0122
HYDRO,2028,20,20,3A,-0.0122
HYDRO,2029,20,20,3A,-0.0122
HYDRO,2030,20,20,3A,-0.0122
HYDRO,2031,20,20,3A,-0.0122
HYDRO,2032,20,20,3A,-0.0122
HYDRO,2033,20,20,3A,-0.0122
HYDRO,2034,20,20,3A,-0.0122
HYDRO,2035,20,20,3A,-0.0122
HYDRO,2036,20,20,3A,-0.0122
HYDRO,2037,20,20,3A,-0.0122
HYDRO,2038,20,20,3A,-0.0122
HYDRO,2039,20,20,3A,-0.0122
HYDRO,2040,20,20,3A,-0.0122
HYDRO,2041,20,20,3A,-0.0122
HYDRO,2042,20,20,3A,-0.0122
HYDRO,2043,20,20,3A,-0.0122
HYDRO,2044,20,20,3A,-0.0122
HYDRO,2045,20,20,3A,-0.0122
HYDRO,2046,20,20,3A,-0.0122
HYDRO,2047,20,20,3A,-0.0122
HYDRO,2048,20,20,3A,-0.0122
HYDRO,2049,20,20,3A,-0.0122
HYDRO,2050,20,20,3A,-0.0122
lfill-gas,2010,20,20,3B,-0.0073
lfill-gas,2011,20,20,3B,-0.0073
lfill-gas,2012,20,20,3B,-0.0073
lfill-gas,2013,20,20,3B,-0.0073
lfill-gas,2014,20,20,3B,-0.0073
lfill-gas,2015,20,20,3B,-0.0073
lfill-gas,2016,20,20,3B,-0.0073
lfill-gas,2017,20,20,3B,-0.0073
lfill-gas,2018,20,20,3B,-0.0073
lfill-gas,2019,20,20,3B,-0.0073
lfill-gas,2020,20,20,3B,-0.0073
lfill-gas,2021,20,20,3B,-0.0073
lfill-gas,2022,20,20,3B,-0.0073
lfill-gas,2023,20,20,3B,-0.0073
lfill-gas,2024,20,20,3B,-0.0073
lfill-gas,2025,20,20,3B,-0.0073
lfill-gas,2026,20,20,3B,-0.0073
lfill-gas,2027,20,20,3B,-0.0073
lfill-gas,2028,20,20,3B,-0.0073
lfill-gas,2029,20,20,3B,-0.0073
lfill-gas,2030,20,20,3B,-0.0073
lfill-gas,2031,20,20,3B,-0.0073
lfill-gas,2032,20,20,3B,-0.0073
lfill-gas,2033,20,20,3B,-0.0073
lfill-gas,2034,20,20,3B,-0.0073
lfill-gas,2035,20,20,3B,-0.0073
lfill-gas,2036,20,20,3B,-0.0073
lfill-gas,2037,20,20,3B,-0.0073
lfill-gas,2038,20,20,3B,-0.0073
lfill-gas,2039,20,20,3B,-0.0073
lfill-gas,2040,20,20,3B,-0.0073
lfill-gas,2041,20,20,3B,-0.0073
lfill-gas,2042,20,20,3B,-0.0073
lfill-gas,2043,20,20,3B,-0.0073
lfill-gas,2044,20,20,3B,-0.0073
lfill-gas,2045,20,20,3B,-0.0073
lfill-gas,2046,20,20,3B,-0.0073
lfill-gas,2047,20,20,3B,-0.0073
lfill-gas,2048,20,20,3B,-0.0073
lfill-gas,2049,20,20,3B,-0.0073
lfill-gas,2050,20,20,3B,-0.0073
Nuclear,2010,15,20,6,-0.0073
Nuclear,2011,15,20,6,-0.0073
Nuclear,2012,15,20,6,-0.0073
Nuclear,2013,15,20,6,-0.0073
Nuclear,2014,15,20,6,-0.0073
Nuclear,2015,15,20,6,-0.0073
Nuclear,2016,15,20,6,-0.0073
Nuclear,2017,15,20,6,-0.0073
Nuclear,2018,15,20,6,-0.0073
Nuclear,2019,15,20,6,-0.0073
Nuclear,2020,15,20,6,-0.0073
Nuclear,2021,15,20,6,-0.0073
Nuclear,2022,15,20,6,-0.0073
Nuclear,2023,15,20,6,-0.0073
Nuclear,2024,15,20,6,-0.0073
Nuclear,2025,15,20,6,-0.0073
Nuclear,2026,15,20,6,-0.0073
Nuclear,2027,15,20,6,-0.0073
Nuclear,2028,15,20,6,-0.0073
Nuclear,2029,15,20,6,-0.0073
Nuclear,2030,15,20,6,-0.0073
Nuclear,2031,15,20,6,-0.0073
Nuclear,2032,15,20,6,-0.0073
Nuclear,2033,15,20,6,-0.0073
Nuclear,2034,15,20,6,-0.0073
Nuclear,2035,15,20,6,-0.0073
Nuclear,2036,15,20,6,-0.0073
Nuclear,2037,15,20,6,-0.0073
Nuclear,2038,15,20,6,-0.0073
Nuclear,2039,15,20,6,-0.0073
Nuclear,2040,15,20,6,-0.0073
Nuclear,2041,15,20,6,-0.0073
Nuclear,2042,15,20,6,-0.0073
Nuclear,2043,15,20,6,-0.0073
Nuclear,2044,15,20,6,-0.0073
Nuclear,2045,15,20,6,-0.0073
Nuclear,2046,15,20,6,-0.0073
Nuclear,2047,15,20,6,-0.0073
Nuclear,2048,15,20,6,-0.0073
Nuclear,2049,15,20,6,-0.0073
Nuclear,2050,15,20,6,-0.0073
Nuclear-SMR,2010,15,20,3B,-0.0073
Nuclear-SMR,2011,15,20,3B,-0.0073
Nuclear-SMR,2012,15,20,3B,-0.0073
Nuclear-SMR,2013,15,20,3B,-0.0073
Nuclear-SMR,2014,15,20,3B,-0.0073
Nuclear-SMR,2015,15,20,3B,-0.0073
Nuclear-SMR,2016,15,20,3B,-0.0073
Nuclear-SMR,2017,15,20,3B,-0.0073
Nuclear-SMR,2018,15,20,3B,-0.0073
Nuclear-SMR,2019,15,20,3B,-0.0073
Nuclear-SMR,2020,15,20,3B,-0.0073
Nuclear-SMR,2021,15,20,3B,-0.0073
Nuclear-SMR,2022,15,20,3B,-0.0073
Nuclear-SMR,2023,15,20,3B,-0.0073
Nuclear-SMR,2024,15,20,3B,-0.0073
Nuclear-SMR,2025,15,20,3B,-0.0073
Nuclear-SMR,2026,15,20,3B,-0.0073
Nuclear-SMR,2027,15,20,3B,-0.0073
Nuclear-SMR,2028,15,20,3B,-0.0073
Nuclear-SMR,2029,15,20,3B,-0.0073
Nuclear-SMR,2030,15,20,3B,-0.0073
Nuclear-SMR,2031,15,20,3B,-0.0073
Nuclear-SMR,2032,15,20,3B,-0.0073
Nuclear-SMR,2033,15,20,3B,-0.0073
Nuclear-SMR,2034,15,20,3B,-0.0073
Nuclear-SMR,2035,15,20,3B,-0.0073
Nuclear-SMR,2036,15,20,3B,-0.0073
Nuclear-SMR,2037,15,20,3B,-0.0073
Nuclear-SMR,2038,15,20,3B,-0.0073
Nuclear-SMR,2039,15,20,3B,-0.0073
Nuclear-SMR,2040,15,20,3B,-0.0073
Nuclear-SMR,2041,15,20,3B,-0.0073
Nuclear-SMR,2042,15,20,3B,-0.0073
Nuclear-SMR,2043,15,20,3B,-0.0073
Nuclear-SMR,2044,15,20,3B,-0.0073
Nuclear-SMR,2045,15,20,3B,-0.0073
Nuclear-SMR,2046,15,20,3B,-0.0073
Nuclear-SMR,2047,15,20,3B,-0.0073
Nuclear-SMR,2048,15,20,3B,-0.0073
Nuclear-SMR,2049,15,20,3B,-0.0073
Nuclear-SMR,2050,15,20,3B,-0.0073
o-g-s,2010,20,20,6,0
o-g-s,2011,20,20,6,0
o-g-s,2012,20,20,6,0
o-g-s,2013,20,20,6,0
o-g-s,2014,20,20,6,0
o-g-s,2015,20,20,6,0
o-g-s,2016,20,20,6,0
o-g-s,2017,20,20,6,0
o-g-s,2018,20,20,6,0
o-g-s,2019,20,20,6,0
o-g-s,2020,20,20,6,0
o-g-s,2021,20,20,6,0
o-g-s,2022,20,20,6,0
o-g-s,2023,20,20,6,0
o-g-s,2024,20,20,6,0
o-g-s,2025,20,20,6,0
o-g-s,2026,20,20,6,0
o-g-s,2027,20,20,6,0
o-g-s,2028,20,20,6,0
o-g-s,2029,20,20,6,0
o-g-s,2030,20,20,6,0
o-g-s,2031,20,20,6,0
o-g-s,2032,20,20,6,0
o-g-s,2033,20,20,6,0
o-g-s,2034,20,20,6,0
o-g-s,2035,20,20,6,0
o-g-s,2036,20,20,6,0
o-g-s,2037,20,20,6,0
o-g-s,2038,20,20,6,0
o-g-s,2039,20,20,6,0
o-g-s,2040,20,20,6,0
o-g-s,2041,20,20,6,0
o-g-s,2042,20,20,6,0
o-g-s,2043,20,20,6,0
o-g-s,2044,20,20,6,0
o-g-s,2045,20,20,6,0
o-g-s,2046,20,20,6,0
o-g-s,2047,20,20,6,0
o-g-s,2048,20,20,6,0
o-g-s,2049,20,20,6,0
o-g-s,2050,20,20,6,0
PSH,2010,5,20,3A,-0.0122
PSH,2011,5,20,3A,-0.0122
PSH,2012,5,20,3A,-0.0122
PSH,2013,5,20,3A,-0.0122
PSH,2014,5,20,3A,-0.0122
PSH,2015,5,20,3A,-0.0122
PSH,2016,5,20,3A,-0.0122
PSH,2017,5,20,3A,-0.0122
PSH,2018,5,20,3A,-0.0122
PSH,2019,5,20,3A,-0.0122
PSH,2020,5,20,3A,-0.0122
PSH,2021,5,20,3A,-0.0122
PSH,2022,5,20,3A,-0.0122
PSH,2023,5,20,3A,-0.0122
PSH,2024,5,20,3A,-0.0122
PSH,2025,5,20,3A,-0.0122
PSH,2026,5,20,3A,-0.0122
PSH,2027,5,20,3A,-0.0122
PSH,2028,5,20,3A,-0.0122
PSH,2029,5,20,3A,-0.0122
PSH,2030,5,20,3A,-0.0122
PSH,2031,5,20,3A,-0.0122
PSH,2032,5,20,3A,-0.0122
PSH,2033,5,20,3A,-0.0122
PSH,2034,5,20,3A,-0.0122
PSH,2035,5,20,3A,-0.0122
PSH,2036,5,20,3A,-0.0122
PSH,2037,5,20,3A,-0.0122
PSH,2038,5,20,3A,-0.0122
PSH,2039,5,20,3A,-0.0122
PSH,2040,5,20,3A,-0.0122
PSH,2041,5,20,3A,-0.0122
PSH,2042,5,20,3A,-0.0122
PSH,2043,5,20,3A,-0.0122
PSH,2044,5,20,3A,-0.0122
PSH,2045,5,20,3A,-0.0122
PSH,2046,5,20,3A,-0.0122
PSH,2047,5,20,3A,-0.0122
PSH,2048,5,20,3A,-0.0122
PSH,2049,5,20,3A,-0.0122
PSH,2050,5,20,3A,-0.0122
PV,2010,5,20,4TC,-0.0202
PV,2011,5,20,4TC,-0.0202
PV,2012,5,20,4TC,-0.0202
PV,2013,5,20,4TC,-0.0202
PV,2014,5,20,4TC,-0.0202
PV,2015,5,20,4TC,-0.0202
PV,2016,5,20,4TC,-0.0202
PV,2017,5,20,4TC,-0.0202
PV,2018,5,20,4TC,-0.0202
PV,2019,5,20,4TC,-0.0202
PV,2020,5,20,4TC,-0.0202
PV,2021,5,20,4TC,-0.0202
PV,2022,5,20,4TC,-0.0202
PV,2023,5,20,4TC,-0.0202
PV,2024,5,20,4TC,-0.0202
PV,2025,5,20,4TC,-0.0202
PV,2026,5,20,1,-0.0202
PV,2027,5,20,1,-0.0202
PV,2028,5,20,1,-0.0202
PV,2029,5,20,1,-0.0202
PV,2030,5,20,1,-0.0202
PV,2031,5,20,1,-0.0202
PV,2032,5,20,1,-0.0202
PV,2033,5,20,1,-0.0202
PV,2034,5,20,1,-0.0202
PV,2035,5,20,1,-0.0202
PV,2036,5,20,1,-0.0202
PV,2037,5,20,1,-0.0202
PV,2038,5,20,1,-0.0202
PV,2039,5,20,1,-0.0202
PV,2040,5,20,1,-0.0202
PV,2041,5,20,1,-0.0202
PV,2042,5,20,1,-0.0202
PV,2043,5,20,1,-0.0202
PV,2044,5,20,1,-0.0202
PV,2045,5,20,1,-0.0202
PV,2046,5,20,1,-0.0202
PV,2047,5,20,1,-0.0202
PV,2048,5,20,1,-0.0202
PV,2049,5,20,1,-0.0202
PV,2050,5,20,1,-0.0202
OFSWIND,2010,5,20,4TC,-0.0138
OFSWIND,2011,5,20,4TC,-0.0138
OFSWIND,2012,5,20,4TC,-0.0138
OFSWIND,2013,5,20,4TC,-0.0138
OFSWIND,2014,5,20,4TC,-0.0138
OFSWIND,2015,5,20,4TC,-0.0138
OFSWIND,2016,5,20,4TC,-0.0138
OFSWIND,2017,5,20,4TC,-0.0138
OFSWIND,2018,5,20,4TC,-0.0138
OFSWIND,2019,5,20,4TC,-0.0138
OFSWIND,2020,5,20,4TC,-0.0138
OFSWIND,2021,5,20,4TC,-0.0138
OFSWIND,2022,5,20,4TC,-0.0138
OFSWIND,2023,5,20,4TC,-0.0138
OFSWIND,2024,5,20,4TC,-0.0138
OFSWIND,2025,5,20,4TC,-0.0138
OFSWIND,2026,5,20,4TC,-0.0138
OFSWIND,2027,5,20,4TC,-0.0138
OFSWIND,2028,5,20,4TC,-0.0138
OFSWIND,2029,5,20,4TC,-0.0138
OFSWIND,2030,5,20,3A,-0.0138
OFSWIND,2031,5,20,3A,-0.0138
OFSWIND,2032,5,20,3A,-0.0138
OFSWIND,2033,5,20,3A,-0.0138
OFSWIND,2034,5,20,3A,-0.0138
OFSWIND,2035,5,20,3A,-0.0138
OFSWIND,2036,5,20,3A,-0.0138
OFSWIND,2037,5,20,3A,-0.0138
OFSWIND,2038,5,20,3A,-0.0138
OFSWIND,2039,5,20,3A,-0.0138
OFSWIND,2040,5,20,3A,-0.0138
OFSWIND,2041,5,20,3A,-0.0138
OFSWIND,2042,5,20,3A,-0.0138
OFSWIND,2043,5,20,3A,-0.0138
OFSWIND,2044,5,20,3A,-0.0138
OFSWIND,2045,5,20,3A,-0.0138
OFSWIND,2046,5,20,3A,-0.0138
OFSWIND,2047,5,20,3A,-0.0138
OFSWIND,2048,5,20,3A,-0.0138
OFSWIND,2049,5,20,3A,-0.0138
OFSWIND,2050,5,20,3A,-0.0138
ONSWIND,2010,5,20,4TC,-0.0161
ONSWIND,2011,5,20,4TC,-0.0161
ONSWIND,2012,5,20,4TC,-0.0161
ONSWIND,2013,5,20,4TC,-0.0161
ONSWIND,2014,5,20,4TC,-0.0161
ONSWIND,2015,5,20,4TC,-0.0161
ONSWIND,2016,5,20,4TC,-0.0161
ONSWIND,2017,5,20,4TC,-0.0161
ONSWIND,2018,5,20,4TC,-0.0161
ONSWIND,2019,5,20,4TC,-0.0161
ONSWIND,2020,5,20,4TC,-0.0161
ONSWIND,2021,5,20,4TC,-0.0161
ONSWIND,2022,5,20,4TC,-0.0161
ONSWIND,2023,5,20,4TC,-0.0161
ONSWIND,2024,5,20,4TC,-0.0161
ONSWIND,2025,5,20,4TC,-0.0161
ONSWIND,2026,5,20,3A,-0.0161
ONSWIND,2027,5,20,3A,-0.0161
ONSWIND,2028,5,20,3A,-0.0161
ONSWIND,2029,5,20,3A,-0.0161
ONSWIND,2030,5,20,3A,-0.0161
ONSWIND,2031,5,20,3A,-0.0161
ONSWIND,2032,5,20,3A,-0.0161
ONSWIND,2033,5,20,3A,-0.0161
ONSWIND,2034,5,20,3A,-0.0161
ONSWIND,2035,5,20,3A,-0.0161
ONSWIND,2036,5,20,3A,-0.0161
ONSWIND,2037,5,20,3A,-0.0161
ONSWIND,2038,5,20,3A,-0.0161
ONSWIND,2039,5,20,3A,-0.0161
ONSWIND,2040,5,20,3A,-0.0161
ONSWIND,2041,5,20,3A,-0.0161
ONSWIND,2042,5,20,3A,-0.0161
ONSWIND,2043,5,20,3A,-0.0161
ONSWIND,2044,5,20,3A,-0.0161
ONSWIND,2045,5,20,3A,-0.0161
ONSWIND,2046,5,20,3A,-0.0161
ONSWIND,2047,5,20,3A,-0.0161
ONSWIND,2048,5,20,3A,-0.0161
ONSWIND,2049,5,20,3A,-0.0161
ONSWIND,2050,5,20,3A,-0.0161
H2-CT,2010,15,20,3A,0
H2-CT,2011,15,20,3A,0
H2-CT,2012,15,20,3A,0
H2-CT,2013,15,20,3A,0
H2-CT,2014,15,20,3A,0
H2-CT,2015,15,20,3A,0
H2-CT,2016,15,20,3A,0
H2-CT,2017,15,20,3A,0
H2-CT,2018,15,20,3A,0
H2-CT,2019,15,20,3A,0
H2-CT,2020,15,20,3A,0
H2-CT,2021,15,20,3A,0
H2-CT,2022,15,20,3A,0
H2-CT,2023,15,20,3A,0
H2-CT,2024,15,20,3A,0
H2-CT,2025,15,20,3A,0
H2-CT,2026,15,20,3A,0
H2-CT,2027,15,20,3A,0
H2-CT,2028,15,20,3A,0
H2-CT,2029,15,20,3A,0
H2-CT,2030,15,20,3A,0
H2-CT,2031,15,20,3A,0
H2-CT,2032,15,20,3A,0
H2-CT,2033,15,20,3A,0
H2-CT,2034,15,20,3A,0
H2-CT,2035,15,20,3A,0
H2-CT,2036,15,20,3A,0
H2-CT,2037,15,20,3A,0
H2-CT,2038,15,20,3A,0
H2-CT,2039,15,20,3A,0
H2-CT,2040,15,20,3A,0
H2-CT,2041,15,20,3A,0
H2-CT,2042,15,20,3A,0
H2-CT,2043,15,20,3A,0
H2-CT,2044,15,20,3A,0
H2-CT,2045,15,20,3A,0
H2-CT,2046,15,20,3A,0
H2-CT,2047,15,20,3A,0
H2-CT,2048,15,20,3A,0
H2-CT,2049,15,20,3A,0
H2-CT,2050,15,20,3A,0
H2-CC,2010,20,20,3B,0
H2-CC,2011,20,20,3B,0
H2-CC,2012,20,20,3B,0
H2-CC,2013,20,20,3B,0
H2-CC,2014,20,20,3B,0
H2-CC,2015,20,20,3B,0
H2-CC,2016,20,20,3B,0
H2-CC,2017,20,20,3B,0
H2-CC,2018,20,20,3B,0
H2-CC,2019,20,20,3B,0
H2-CC,2020,20,20,3B,0
H2-CC,2021,20,20,3B,0
H2-CC,2022,20,20,3B,0
H2-CC,2023,20,20,3B,0
H2-CC,2024,20,20,3B,0
H2-CC,2025,20,20,3B,0
H2-CC,2026,20,20,3B,0
H2-CC,2027,20,20,3B,0
H2-CC,2028,20,20,3B,0
H2-CC,2029,20,20,3B,0
H2-CC,2030,20,20,3B,0
H2-CC,2031,20,20,3B,0
H2-CC,2032,20,20,3B,0
H2-CC,2033,20,20,3B,0
H2-CC,2034,20,20,3B,0
H2-CC,2035,20,20,3B,0
H2-CC,2036,20,20,3B,0
H2-CC,2037,20,20,3B,0
H2-CC,2038,20,20,3B,0
H2-CC,2039,20,20,3B,0
H2-CC,2040,20,20,3B,0
H2-CC,2041,20,20,3B,0
H2-CC,2042,20,20,3B,0
H2-CC,2043,20,20,3B,0
H2-CC,2044,20,20,3B,0
H2-CC,2045,20,20,3B,0
H2-CC,2046,20,20,3B,0
H2-CC,2047,20,20,3B,0
H2-CC,2048,20,20,3B,0
H2-CC,2049,20,20,3B,0
H2-CC,2050,20,20,3B,0
electrolyzer,2010,7,15,1,0
electrolyzer,2011,7,15,1,0
electrolyzer,2012,7,15,1,0
electrolyzer,2013,7,15,1,0
electrolyzer,2014,7,15,1,0
electrolyzer,2015,7,15,1,0
electrolyzer,2016,7,15,1,0
electrolyzer,2017,7,15,1,0
electrolyzer,2018,7,15,1,0
electrolyzer,2019,7,15,1,0
electrolyzer,2020,7,15,1,0
electrolyzer,2021,7,15,1,0
electrolyzer,2022,7,15,1,0
electrolyzer,2023,7,15,1,0
electrolyzer,2024,7,15,1,0
electrolyzer,2025,7,15,1,0
electrolyzer,2026,7,15,1,0
electrolyzer,2027,7,15,1,0
electrolyzer,2028,7,15,1,0
electrolyzer,2029,7,15,1,0
electrolyzer,2030,7,15,1,0
electrolyzer,2031,7,15,1,0
electrolyzer,2032,7,15,1,0
electrolyzer,2033,7,15,1,0
electrolyzer,2034,7,15,1,0
electrolyzer,2035,7,15,1,0
electrolyzer,2036,7,15,1,0
electrolyzer,2037,7,15,1,0
electrolyzer,2038,7,15,1,0
electrolyzer,2039,7,15,1,0
electrolyzer,2040,7,15,1,0
electrolyzer,2041,7,15,1,0
electrolyzer,2042,7,15,1,0
electrolyzer,2043,7,15,1,0
electrolyzer,2044,7,15,1,0
electrolyzer,2045,7,15,1,0
electrolyzer,2046,7,15,1,0
electrolyzer,2047,7,15,1,0
electrolyzer,2048,7,15,1,0
electrolyzer,2049,7,15,1,0
