i,t,depreciation_sch,eval_period,construction_sch,finance_diff_real
EVMC_STORAGE,2042,7,15,1,0
EVMC_STORAGE,2043,7,15,1,0
EVMC_STORAGE,2044,7,15,1,0
EVMC_STORAGE,2045,7,15,1,0
EVMC_STORAGE,2046,7,15,1,0
EVMC_STORAGE,2047,7,15,1,0
EVMC_STORAGE,2048,7,15,1,0
EVMC_STORAGE,2049,7,15,1,0
EVMC_STORAGE,2050,7,15,1,0
EVMC_SHAPE,2010,7,15,1,0
EVMC_SHAPE,2011,7,15,1,0
EVMC_SHAPE,2012,7,15,1,0
EVMC_SHAPE,2013,7,15,1,0
EVMC_SHAPE,2014,7,15,1,0
EVMC_SHAPE,2015,7,15,1,0
EVMC_SHAPE,2016,7,15,1,0
EVMC_SHAPE,2017,7,15,1,0
EVMC_SHAPE,2018,7,15,1,0
EVMC_SHAPE,2019,7,15,1,0
EVMC_SHAPE,2020,7,15,1,0
EVMC_SHAPE,2021,7,15,1,0
EVMC_SHAPE,2022,7,15,1,0
EVMC_SHAPE,2023,7,15,1,0
EVMC_SHAPE,2024,7,15,1,0
EVMC_SHAPE,2025,7,15,1,0
EVMC_SHAPE,2026,7,15,1,0
EVMC_SHAPE,2027,7,15,1,0
EVMC_SHAPE,2028,7,15,1,0
EVMC_SHAPE,2029,7,15,1,0
EVMC_SHAPE,2030,7,15,1,0
EVMC_SHAPE,2031,7,15,1,0
EVMC_SHAPE,2032,7,15,1,0
EVMC_SHAPE,2033,7,15,1,0
EVMC_SHAPE,2034,7,15,1,0
EVMC_SHAPE,2035,7,15,1,0
EVMC_SHAPE,2036,7,15,1,0
EVMC_SHAPE,2037,7,15,1,0
EVMC_SHAPE,2038,7,15,1,0
EVMC_SHAPE,2039,7,15,1,0
EVMC_SHAPE,2040,7,15,1,0
EVMC_SHAPE,2041,7,15,1,0
EVMC_SHAPE,2042,7,15,1,0
EVMC_SHAPE,2043,7,15,1,0
EVMC_SHAPE,2044,7,15,1,0
EVMC_SHAPE,2045,7,15,1,0
EVMC_SHAPE,2046,7,15,1,0
EVMC_SHAPE,2047,7,15,1,0
EVMC_SHAPE,2048,7,15,1,0
EVMC_SHAPE,2049,7,15,1,0
EVMC_SHAPE,2050,7,15,1,0
Gas-CC,2010,20,20,3B,0
Gas-CC,2011,20,20,3B,0
Gas-CC,2012,20,20,3B,0
Gas-CC,2013,20,20,3B,0
Gas-CC,2014,20,20,3B,0
Gas-CC,2015,20,20,3B,0
Gas-CC,2016,20,20,3B,0
Gas-CC,2017,20,20,3B,0
Gas-CC,2018,20,20,3B,0
Gas-CC,2019,20,20,3B,0
Gas-CC,2020,20,20,3B,0
Gas-CC,2021,20,20,3B,0
Gas-CC,2022,20,20,3B,0
Gas-CC,2023,20,20,3B,0
Gas-CC,2024,20,20,3B,0
Gas-CC,2025,20,20,3B,0
Gas-CC,2026,20,20,3B,0
Gas-CC,2027,20,20,3B,0
Gas-CC,2028,20,20,3B,0
Gas-CC,2029,20,20,3B,0
Gas-CC,2030,20,20,3B,0
Gas-CC,2031,20,20,3B,0
Gas-CC,2032,20,20,3B,0
Gas-CC,2033,20,20,3B,0
Gas-CC,2034,20,20,3B,0
Gas-CC,2035,20,20,3B,0
Gas-CC,2036,20,20,3B,0
Gas-CC,2037,20,20,3B,0
Gas-CC,2038,20,20,3B,0
Gas-CC,2039,20,20,3B,0
Gas-CC,2040,20,20,3B,0
Gas-CC,2041,20,20,3B,0
Gas-CC,2042,20,20,3B,0
Gas-CC,2043,20,20,3B,0
Gas-CC,2044,20,20,3B,0
Gas-CC,2045,20,20,3B,0
Gas-CC,2046,20,20,3B,0
Gas-CC,2047,20,20,3B,0
Gas-CC,2048,20,20,3B,0
Gas-CC,2049,20,20,3B,0
Gas-CC,2050,20,20,3B,0
Gas-CC_H_1x1,2010,20,20,3B,0
Gas-CC_H_1x1,2011,20,20,3B,0
Gas-CC_H_1x1,2012,20,20,3B,0
Gas-CC_H_1x1,2013,20,20,3B,0
Gas-CC_H_1x1,2014,20,20,3B,0
Gas-CC_H_1x1,2015,20,20,3B,0
Gas-CC_H_1x1,2016,20,20,3B,0
Gas-CC_H_1x1,2017,20,20,3B,0
Gas-CC_H_1x1,2018,20,20,3B,0
Gas-CC_H_1x1,2019,20,20,3B,0
Gas-CC_H_1x1,2020,20,20,3B,0
Gas-CC_H_1x1,2021,20,20,3B,0
Gas-CC_H_1x1,2022,20,20,3B,0
Gas-CC_H_1x1,2023,20,20,3B,0
Gas-CC_H_1x1,2024,20,20,3B,0
Gas-CC_H_1x1,2025,20,20,3B,0
Gas-CC_H_1x1,2026,20,20,3B,0
Gas-CC_H_1x1,2027,20,20,3B,0
Gas-CC_H_1x1,2028,20,20,3B,0
Gas-CC_H_1x1,2029,20,20,3B,0
Gas-CC_H_1x1,2030,20,20,3B,0
Gas-CC_H_1x1,2031,20,20,3B,0
Gas-CC_H_1x1,2032,20,20,3B,0
Gas-CC_H_1x1,2033,20,20,3B,0
Gas-CC_H_1x1,2034,20,20,3B,0
Gas-CC_H_1x1,2035,20,20,3B,0
Gas-CC_H_1x1,2036,20,20,3B,0
Gas-CC_H_1x1,2037,20,20,3B,0
Gas-CC_H_1x1,2038,20,20,3B,0
Gas-CC_H_1x1,2039,20,20,3B,0
Gas-CC_H_1x1,2040,20,20,3B,0
Gas-CC_H_1x1,2041,20,20,3B,0
Gas-CC_H_1x1,2042,20,20,3B,0
Gas-CC_H_1x1,2043,20,20,3B,0
Gas-CC_H_1x1,2044,20,20,3B,0
Gas-CC_H_1x1,2045,20,20,3B,0
Gas-CC_H_1x1,2046,20,20,3B,0
Gas-CC_H_1x1,2047,20,20,3B,0
Gas-CC_H_1x1,2048,20,20,3B,0
Gas-CC_H_1x1,2049,20,20,3B,0
Gas-CC_H_1x1,2050,20,20,3B,0
Gas-CC_H_2x1,2010,20,20,3B,0
Gas-CC_H_2x1,2011,20,20,3B,0
Gas-CC_H_2x1,2012,20,20,3B,0
Gas-CC_H_2x1,2013,20,20,3B,0
Gas-CC_H_2x1,2014,20,20,3B,0
Gas-CC_H_2x1,2015,20,20,3B,0
Gas-CC_H_2x1,2016,20,20,3B,0
Gas-CC_H_2x1,2017,20,20,3B,0
Gas-CC_H_2x1,2018,20,20,3B,0
Gas-CC_H_2x1,2019,20,20,3B,0
Gas-CC_H_2x1,2020,20,20,3B,0
Gas-CC_H_2x1,2021,20,20,3B,0
Gas-CC_H_2x1,2022,20,20,3B,0
Gas-CC_H_2x1,2023,20,20,3B,0
Gas-CC_H_2x1,2024,20,20,3B,0
Gas-CC_H_2x1,2025,20,20,3B,0
Gas-CC_H_2x1,2026,20,20,3B,0
Gas-CC_H_2x1,2027,20,20,3B,0
Gas-CC_H_2x1,2028,20,20,3B,0
Gas-CC_H_2x1,2029,20,20,3B,0
Gas-CC_H_2x1,2030,20,20,3B,0
Gas-CC_H_2x1,2031,20,20,3B,0
Gas-CC_H_2x1,2032,20,20,3B,0
Gas-CC_H_2x1,2033,20,20,3B,0
Gas-CC_H_2x1,2034,20,20,3B,0
Gas-CC_H_2x1,2035,20,20,3B,0
Gas-CC_H_2x1,2036,20,20,3B,0
Gas-CC_H_2x1,2037,20,20,3B,0
Gas-CC_H_2x1,2038,20,20,3B,0
Gas-CC_H_2x1,2039,20,20,3B,0
Gas-CC_H_2x1,2040,20,20,3B,0
Gas-CC_H_2x1,2041,20,20,3B,0
Gas-CC_H_2x1,2042,20,20,3B,0
Gas-CC_H_2x1,2043,20,20,3B,0
Gas-CC_H_2x1,2044,20,20,3B,0
Gas-CC_H_2x1,2045,20,20,3B,0
Gas-CC_H_2x1,2046,20,20,3B,0
Gas-CC_H_2x1,2047,20,20,3B,0
Gas-CC_H_2x1,2048,20,20,3B,0
Gas-CC_H_2x1,2049,20,20,3B,0
Gas-CC_H_2x1,2050,20,20,3B,0
Gas-CC-CCS_mod,2010,20,20,3B,0
Gas-CC-CCS_mod,2011,20,20,3B,0
Gas-CC-CCS_mod,2012,20,20,3B,0
Gas-CC-CCS_mod,2013,20,20,3B,0
Gas-CC-CCS_mod,2014,20,20,3B,0
Gas-CC-CCS_mod,2015,20,20,3B,0
Gas-CC-CCS_mod,2016,20,20,3B,0
Gas-CC-CCS_mod,2017,20,20,3B,0
Gas-CC-CCS_mod,2018,20,20,3B,0
Gas-CC-CCS_mod,2019,20,20,3B,0
Gas-CC-CCS_mod,2020,20,20,3B,0
Gas-CC-CCS_mod,2021,20,20,3B,0
Gas-CC-CCS_mod,2022,20,20,3B,0
Gas-CC-CCS_mod,2023,20,20,3B,0
Gas-CC-CCS_mod,2024,20,20,3B,0
Gas-CC-CCS_mod,2025,20,20,3B,0
Gas-CC-CCS_mod,2026,20,20,3B,0
Gas-CC-CCS_mod,2027,20,20,3B,0
Gas-CC-CCS_mod,2028,20,20,3B,0
Gas-CC-CCS_mod,2029,20,20,3B,0
Gas-CC-CCS_mod,2030,20,20,3B,0
Gas-CC-CCS_mod,2031,20,20,3B,0
Gas-CC-CCS_mod,2032,20,20,3B,0
Gas-CC-CCS_mod,2033,20,20,3B,0
Gas-CC-CCS_mod,2034,20,20,3B,0
Gas-CC-CCS_mod,2035,20,20,3B,0
Gas-CC-CCS_mod,2036,20,20,3B,0
Gas-CC-CCS_mod,2037,20,20,3B,0
Gas-CC-CCS_mod,2038,20,20,3B,0
Gas-CC-CCS_mod,2039,20,20,3B,0
Gas-CC-CCS_mod,2040,20,20,3B,0
Gas-CC-CCS_mod,2041,20,20,3B,0
Gas-CC-CCS_mod,2042,20,20,3B,0
Gas-CC-CCS_mod,2043,20,20,3B,0
Gas-CC-CCS_mod,2044,20,20,3B,0
Gas-CC-CCS_mod,2045,20,20,3B,0
Gas-CC-CCS_mod,2046,20,20,3B,0
Gas-CC-CCS_mod,2047,20,20,3B,0
Gas-CC-CCS_mod,2048,20,20,3B,0
Gas-CC-CCS_mod,2049,20,20,3B,0
Gas-CC-CCS_mod,2050,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2010,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2011,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2012,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2013,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2014,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2015,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2016,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2017,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2018,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2019,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2020,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2021,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2022,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2023,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2024,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2025,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2026,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2027,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2028,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2029,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2030,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2031,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2032,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2033,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2034,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2035,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2036,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2037,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2038,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2039,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2040,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2041,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2042,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2043,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2044,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2045,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2046,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2047,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2048,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2049,20,20,3B,0
Gas-CC_H_1x1-CCS_mod,2050,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2010,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2011,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2012,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2013,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2014,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2015,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2016,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2017,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2018,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2019,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2020,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2021,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2022,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2023,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2024,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2025,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2026,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2027,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2028,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2029,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2030,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2031,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2032,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2033,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2034,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2035,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2036,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2037,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2038,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2039,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2040,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2041,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2042,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2043,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2044,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2045,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2046,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2047,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2048,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2049,20,20,3B,0
Gas-CC_H_2x1-CCS_mod,2050,20,20,3B,0
Gas-CC-CCS_max,2010,20,20,3B,0
Gas-CC-CCS_max,2011,20,20,3B,0
Gas-CC-CCS_max,2012,20,20,3B,0
Gas-CC-CCS_max,2013,20,20,3B,0
Gas-CC-CCS_max,2014,20,20,3B,0
Gas-CC-CCS_max,2015,20,20,3B,0
Gas-CC-CCS_max,2016,20,20,3B,0
Gas-CC-CCS_max,2017,20,20,3B,0
Gas-CC-CCS_max,2018,20,20,3B,0
Gas-CC-CCS_max,2019,20,20,3B,0
Gas-CC-CCS_max,2020,20,20,3B,0
Gas-CC-CCS_max,2021,20,20,3B,0
Gas-CC-CCS_max,2022,20,20,3B,0
Gas-CC-CCS_max,2023,20,20,3B,0
Gas-CC-CCS_max,2024,20,20,3B,0
Gas-CC-CCS_max,2025,20,20,3B,0
Gas-CC-CCS_max,2026,20,20,3B,0
Gas-CC-CCS_max,2027,20,20,3B,0
Gas-CC-CCS_max,2028,20,20,3B,0
Gas-CC-CCS_max,2029,20,20,3B,0
Gas-CC-CCS_max,2030,20,20,3B,0
Gas-CC-CCS_max,2031,20,20,3B,0
Gas-CC-CCS_max,2032,20,20,3B,0
Gas-CC-CCS_max,2033,20,20,3B,0
Gas-CC-CCS_max,2034,20,20,3B,0
Gas-CC-CCS_max,2035,20,20,3B,0
Gas-CC-CCS_max,2036,20,20,3B,0
Gas-CC-CCS_max,2037,20,20,3B,0
Gas-CC-CCS_max,2038,20,20,3B,0
Gas-CC-CCS_max,2039,20,20,3B,0
Gas-CC-CCS_max,2040,20,20,3B,0
Gas-CC-CCS_max,2041,20,20,3B,0
Gas-CC-CCS_max,2042,20,20,3B,0
Gas-CC-CCS_max,2043,20,20,3B,0
Gas-CC-CCS_max,2044,20,20,3B,0
Gas-CC-CCS_max,2045,20,20,3B,0
Gas-CC-CCS_max,2046,20,20,3B,0
Gas-CC-CCS_max,2047,20,20,3B,0
Gas-CC-CCS_max,2048,20,20,3B,0
Gas-CC-CCS_max,2049,20,20,3B,0
Gas-CC-CCS_max,2050,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2010,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2011,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2012,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2013,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2014,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2015,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2016,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2017,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2018,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2019,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2020,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2021,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2022,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2023,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2024,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2025,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2026,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2027,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2028,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2029,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2030,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2031,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2032,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2033,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2034,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2035,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2036,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2037,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2038,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2039,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2040,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2041,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2042,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2043,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2044,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2045,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2046,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2047,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2048,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2049,20,20,3B,0
Gas-CC_H_1x1-CCS_max,2050,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2010,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2011,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2012,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2013,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2014,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2015,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2016,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2017,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2018,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2019,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2020,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2021,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2022,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2023,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2024,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2025,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2026,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2027,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2028,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2029,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2030,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2031,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2032,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2033,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2034,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2035,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2036,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2037,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2038,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2039,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2040,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2041,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2042,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2043,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2044,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2045,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2046,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2047,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2048,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2049,20,20,3B,0
Gas-CC_H_2x1-CCS_max,2050,20,20,3B,0
Gas-CC-CCS-F1,2010,20,20,3B,0
Gas-CC-CCS-F1,2011,20,20,3B,0
Gas-CC-CCS-F1,2012,20,20,3B,0
Gas-CC-CCS-F1,2013,20,20,3B,0
Gas-CC-CCS-F1,2014,20,20,3B,0
Gas-CC-CCS-F1,2015,20,20,3B,0
Gas-CC-CCS-F1,2016,20,20,3B,0
Gas-CC-CCS-F1,2017,20,20,3B,0
Gas-CC-CCS-F1,2018,20,20,3B,0
Gas-CC-CCS-F1,2019,20,20,3B,0
Gas-CC-CCS-F1,2020,20,20,3B,0
Gas-CC-CCS-F1,2021,20,20,3B,0
Gas-CC-CCS-F1,2022,20,20,3B,0
Gas-CC-CCS-F1,2023,20,20,3B,0
Gas-CC-CCS-F1,2024,20,20,3B,0
Gas-CC-CCS-F1,2025,20,20,3B,0
Gas-CC-CCS-F1,2026,20,20,3B,0
Gas-CC-CCS-F1,2027,20,20,3B,0
Gas-CC-CCS-F1,2028,20,20,3B,0
Gas-CC-CCS-F1,2029,20,20,3B,0
Gas-CC-CCS-F1,2030,20,20,3B,0
Gas-CC-CCS-F1,2031,20,20,3B,0
Gas-CC-CCS-F1,2032,20,20,3B,0
Gas-CC-CCS-F1,2033,20,20,3B,0
Gas-CC-CCS-F1,2034,20,20,3B,0
Gas-CC-CCS-F1,2035,20,20,3B,0
Gas-CC-CCS-F1,2036,20,20,3B,0
Gas-CC-CCS-F1,2037,20,20,3B,0
Gas-CC-CCS-F1,2038,20,20,3B,0
Gas-CC-CCS-F1,2039,20,20,3B,0
Gas-CC-CCS-F1,2040,20,20,3B,0
Gas-CC-CCS-F1,2041,20,20,3B,0
Gas-CC-CCS-F1,2042,20,20,3B,0
Gas-CC-CCS-F1,2043,20,20,3B,0
Gas-CC-CCS-F1,2044,20,20,3B,0
Gas-CC-CCS-F1,2045,20,20,3B,0
Gas-CC-CCS-F1,2046,20,20,3B,0
Gas-CC-CCS-F1,2047,20,20,3B,0
Gas-CC-CCS-F1,2048,20,20,3B,0
Gas-CC-CCS-F1,2049,20,20,3B,0
Gas-CC-CCS-F1,2050,20,20,3B,0
Gas-CC-CCS-F2,2010,20,20,3B,0
Gas-CC-CCS-F2,2011,20,20,3B,0
Gas-CC-CCS-F2,2012,20,20,3B,0
Gas-CC-CCS-F2,2013,20,20,3B,0
Gas-CC-CCS-F2,2014,20,20,3B,0
Gas-CC-CCS-F2,2015,20,20,3B,0
Gas-CC-CCS-F2,2016,20,20,3B,0
Gas-CC-CCS-F2,2017,20,20,3B,0
Gas-CC-CCS-F2,2018,20,20,3B,0
Gas-CC-CCS-F2,2019,20,20,3B,0
Gas-CC-CCS-F2,2020,20,20,3B,0
Gas-CC-CCS-F2,2021,20,20,3B,0
Gas-CC-CCS-F2,2022,20,20,3B,0
Gas-CC-CCS-F2,2023,20,20,3B,0
Gas-CC-CCS-F2,2024,20,20,3B,0
Gas-CC-CCS-F2,2025,20,20,3B,0
Gas-CC-CCS-F2,2026,20,20,3B,0
Gas-CC-CCS-F2,2027,20,20,3B,0
Gas-CC-CCS-F2,2028,20,20,3B,0
Gas-CC-CCS-F2,2029,20,20,3B,0
Gas-CC-CCS-F2,2030,20,20,3B,0
Gas-CC-CCS-F2,2031,20,20,3B,0
Gas-CC-CCS-F2,2032,20,20,3B,0
Gas-CC-CCS-F2,2033,20,20,3B,0
Gas-CC-CCS-F2,2034,20,20,3B,0
Gas-CC-CCS-F2,2035,20,20,3B,0
Gas-CC-CCS-F2,2036,20,20,3B,0
Gas-CC-CCS-F2,2037,20,20,3B,0
Gas-CC-CCS-F2,2038,20,20,3B,0
Gas-CC-CCS-F2,2039,20,20,3B,0
Gas-CC-CCS-F2,2040,20,20,3B,0
Gas-CC-CCS-F2,2041,20,20,3B,0
Gas-CC-CCS-F2,2042,20,20,3B,0
Gas-CC-CCS-F2,2043,20,20,3B,0
Gas-CC-CCS-F2,2044,20,20,3B,0
Gas-CC-CCS-F2,2045,20,20,3B,0
Gas-CC-CCS-F2,2046,20,20,3B,0
Gas-CC-CCS-F2,2047,20,20,3B,0
Gas-CC-CCS-F2,2048,20,20,3B,0
Gas-CC-CCS-F2,2049,20,20,3B,0
Gas-CC-CCS-F2,2050,20,20,3B,0
Gas-CC-CCS-F3,2010,20,20,3B,0
Gas-CC-CCS-F3,2011,20,20,3B,0
Gas-CC-CCS-F3,2012,20,20,3B,0
Gas-CC-CCS-F3,2013,20,20,3B,0
Gas-CC-CCS-F3,2014,20,20,3B,0
Gas-CC-CCS-F3,2015,20,20,3B,0
Gas-CC-CCS-F3,2016,20,20,3B,0
Gas-CC-CCS-F3,2017,20,20,3B,0
Gas-CC-CCS-F3,2018,20,20,3B,0
Gas-CC-CCS-F3,2019,20,20,3B,0
Gas-CC-CCS-F3,2020,20,20,3B,0
Gas-CC-CCS-F3,2021,20,20,3B,0
Gas-CC-CCS-F3,2022,20,20,3B,0
Gas-CC-CCS-F3,2023,20,20,3B,0
Gas-CC-CCS-F3,2024,20,20,3B,0
Gas-CC-CCS-F3,2025,20,20,3B,0
Gas-CC-CCS-F3,2026,20,20,3B,0
Gas-CC-CCS-F3,2027,20,20,3B,0
Gas-CC-CCS-F3,2028,20,20,3B,0
Gas-CC-CCS-F3,2029,20,20,3B,0
Gas-CC-CCS-F3,2030,20,20,3B,0
Gas-CC-CCS-F3,2031,20,20,3B,0
Gas-CC-CCS-F3,2032,20,20,3B,0
Gas-CC-CCS-F3,2033,20,20,3B,0
Gas-CC-CCS-F3,2034,20,20,3B,0
